ID,Lat,LongW,Vg (mph),Vsust (mph),Lon
35889,18.110001,66.529999,104.99,82.19,-66.529999
35890,18.110001,66.519997,105.57,82.65,-66.519997
35891,18.110001,66.510002,106.12,83.07,-66.510002
35892,18.110001,66.5,106.6,83.45,-66.5
35893,18.110001,66.489998,107.07,83.83,-66.489998
35894,18.110001,66.480003,107.94,84.51,-66.480003
35895,18.110001,66.470001,108.71,85.12,-66.470001
35896,18.110001,66.459999,109.47,85.72,-66.459999
35897,18.110001,66.449997,110.13,86.24,-66.449997
35898,18.110001,66.440002,110.75,86.73,-66.440002
35899,18.110001,66.43,111.27,87.14,-66.43
35900,18.110001,66.419998,111.68,87.46,-66.419998
35901,18.110001,66.410004,112.02,87.74,-66.410004
35902,18.110001,66.400002,112.15,87.84,-66.400002
35903,18.110001,66.389999,112.52,88.13,-66.389999
35904,18.110001,66.379997,113.09,88.58,-66.379997
35905,18.110001,66.370003,113.61,88.99,-66.370003
35906,18.110001,66.360001,113.96,89.27,-66.360001
35907,18.110001,66.349998,114.21,89.46,-66.349998
35908,18.110001,66.339996,114.29,89.53,-66.339996
35909,18.110001,66.330002,114.4,89.61,-66.330002
35910,18.110001,66.32,115.04,90.12,-66.32
35911,18.110001,66.309998,115.66,90.61,-66.309998
35912,18.110001,66.300003,116.06,90.92,-66.300003
35913,18.110001,66.290001,116.45,91.23,-66.290001
35914,18.110001,66.279999,116.55,91.31,-66.279999
35915,18.110001,66.269997,116.67,91.41,-66.269997
35916,18.110001,66.260002,116.62,91.37,-66.260002
35917,18.110001,66.25,117.42,92,-66.25
35918,18.110001,66.239998,117.98,92.44,-66.239998
35919,18.110001,66.230003,118.52,92.87,-66.230003
35920,18.110001,66.220001,118.84,93.12,-66.220001
35921,18.110001,66.209999,119.11,93.34,-66.209999
35922,18.110001,66.199997,119.18,93.39,-66.199997
35923,18.110001,66.190002,119.17,93.38,-66.190002
35924,18.110001,66.18,119.09,93.32,-66.18
35925,18.110001,66.169998,119.86,93.93,-66.169998
35926,18.110001,66.160004,120.52,94.45,-66.160004
35927,18.110001,66.150002,121.14,94.94,-66.150002
35928,18.110001,66.139999,121.56,95.27,-66.139999
35929,18.110001,66.129997,122.2,95.78,-66.129997
35930,18.110001,66.120003,122.88,96.31,-66.120003
35931,18.110001,66.110001,123.52,96.82,-66.110001
35932,18.110001,66.099998,124.01,97.21,-66.099998
35933,18.110001,66.089996,124.53,97.62,-66.089996
35934,18.110001,66.080002,124.83,97.86,-66.080002
35935,18.110001,66.07,125.17,98.12,-66.07
35936,18.110001,66.059998,125.3,98.23,-66.059998
35937,18.110001,66.050003,125.44,98.34,-66.050003
35938,18.110001,66.040001,125.48,98.37,-66.040001
35939,18.110001,66.029999,125.43,98.33,-66.029999
35940,18.110001,66.019997,125.96,98.75,-66.019997
35941,18.110001,66.010002,126.53,99.2,-66.010002
35942,18.110001,66,126.93,99.52,-66
35943,18.110001,65.989998,127.34,99.84,-65.989998
35944,18.110001,65.980003,127.66,100.09,-65.980003
35945,18.110001,65.970001,127.89,100.27,-65.970001
35946,18.110001,65.959999,128.09,100.43,-65.959999
35947,18.110001,65.949997,127.9,100.28,-65.949997
35948,18.110001,65.940002,127.79,100.2,-65.940002
35949,18.110001,65.93,127.38,99.87,-65.93
35950,18.110001,65.919998,126.88,99.48,-65.919998
35951,18.110001,65.910004,126.49,99.17,-65.910004
35952,18.110001,65.900002,125.56,98.43,-65.900002
35953,18.110001,65.889999,125.49,98.83,-65.889999
35954,18.110001,65.879997,125.97,99.21,-65.879997
35955,18.110001,65.870003,126.07,99.33,-65.870003
35956,18.110001,65.860001,128.25,101.42,-65.860001
35957,18.110001,65.849998,130.58,103.47,-65.849998
35958,18.110001,65.839996,131.83,104.49,-65.839996
35959,18.110001,65.830002,133.38,106.13,-65.830002
35960,18.110001,65.82,136.13,108.71,-65.82
35961,18.110001,65.809998,138.19,110.84,-65.809998
35962,18.110001,65.800003,140.52,113.47,-65.800003
35963,18.110001,65.790001,143.61,117.34,-65.790001
35985,18.110001,65.57,134.88,106.62,-65.57
35986,18.110001,65.559998,135.06,106.84,-65.559998
35987,18.110001,65.550003,135.03,106.65,-65.550003
35988,18.110001,65.540001,134.51,106.5,-65.540001
35989,18.110001,65.529999,134.71,106.71,-65.529999
35990,18.110001,65.519997,134.5,106.57,-65.519997
35991,18.110001,65.510002,134.45,106.37,-65.510002
35992,18.110001,65.5,134.14,106.3,-65.5
35993,18.110001,65.489998,133.75,106.16,-65.489998
35994,18.110001,65.480003,133.52,106.35,-65.480003
35995,18.110001,65.470001,132.94,105.91,-65.470001
35996,18.110001,65.459999,132.91,106.15,-65.459999
35997,18.110001,65.449997,133.04,106.82,-65.449997
35998,18.110001,65.440002,133.83,108.63,-65.440002
35999,18.110001,65.43,138.21,114.95,-65.43
36000,18.110001,65.419998,132.03,106.93,-65.419998
36001,18.110001,65.410004,136.79,113.73,-65.410004
36002,18.110001,65.400002,133.72,110.15,-65.400002
36196,18.120001,67.870003,61.62,51.34,-67.870003
36265,18.120001,67.18,79.21,63.71,-67.18
36266,18.120001,67.169998,78.9,62.84,-67.169998
36267,18.120001,67.160004,79.08,62.77,-67.160004
36268,18.120001,67.150002,79.22,62.63,-67.150002
36269,18.120001,67.139999,79.43,62.61,-67.139999
36270,18.120001,67.129997,79.72,62.71,-67.129997
36271,18.120001,67.120003,80.08,62.94,-67.120003
36272,18.120001,67.110001,80.46,63.2,-67.110001
36273,18.120001,67.099998,80.85,63.47,-67.099998
36274,18.120001,67.089996,81.27,63.76,-67.089996
36275,18.120001,67.080002,81.64,63.99,-67.080002
36276,18.120001,67.07,81.98,64.19,-67.07
36277,18.120001,67.059998,82.36,64.45,-67.059998
36278,18.120001,67.050003,82.72,64.7,-67.050003
36279,18.120001,67.040001,83.06,64.9,-67.040001
36280,18.120001,67.029999,83.53,65.26,-67.029999
36281,18.120001,67.019997,84.07,65.69,-67.019997
36282,18.120001,67.010002,84.65,66.14,-67.010002
36283,18.120001,67,85.22,66.6,-67
36284,18.120001,66.989998,85.75,67.01,-66.989998
36285,18.120001,66.980003,86.29,67.44,-66.980003
36286,18.120001,66.970001,86.83,67.86,-66.970001
36287,18.120001,66.959999,87.36,68.28,-66.959999
36288,18.120001,66.949997,87.88,68.69,-66.949997
36289,18.120001,66.940002,88.4,69.1,-66.940002
36290,18.120001,66.93,88.88,69.48,-66.93
36291,18.120001,66.919998,89.36,69.85,-66.919998
36292,18.120001,66.910004,89.79,70.2,-66.910004
36293,18.120001,66.900002,90.15,70.48,-66.900002
36294,18.120001,66.889999,90.5,70.75,-66.889999
36295,18.120001,66.879997,90.88,71.05,-66.879997
36296,18.120001,66.870003,91.28,71.37,-66.870003
36297,18.120001,66.860001,91.71,71.71,-66.860001
36298,18.120001,66.849998,92.47,72.31,-66.849998
36299,18.120001,66.839996,93.26,72.93,-66.839996
36300,18.120001,66.830002,93.93,73.46,-66.830002
36301,18.120001,66.82,94.41,73.84,-66.82
36302,18.120001,66.809998,94.91,74.23,-66.809998
36303,18.120001,66.800003,95.03,74.33,-66.800003
36304,18.120001,66.790001,95,74.3,-66.790001
36305,18.120001,66.779999,95.31,74.55,-66.779999
36306,18.120001,66.769997,95.29,74.53,-66.769997
36307,18.120001,66.760002,95.6,74.77,-66.760002
36308,18.120001,66.75,95.62,74.79,-66.75
36309,18.120001,66.739998,95.72,74.87,-66.739998
36310,18.120001,66.730003,95.95,75.05,-66.730003
36311,18.120001,66.720001,96.01,75.1,-66.720001
36312,18.120001,66.709999,96.3,75.33,-66.709999
36313,18.120001,66.699997,96.44,75.44,-66.699997
36314,18.120001,66.690002,96.76,75.69,-66.690002
36315,18.120001,66.68,97.4,76.2,-66.68
36316,18.120001,66.669998,98.07,76.72,-66.669998
36317,18.120001,66.660004,98.54,77.09,-66.660004
36318,18.120001,66.650002,98.92,77.39,-66.650002
36319,18.120001,66.639999,99.27,77.67,-66.639999
36320,18.120001,66.629997,99.61,77.94,-66.629997
36321,18.120001,66.620003,100.15,78.36,-66.620003
36322,18.120001,66.610001,100.87,78.93,-66.610001
36323,18.120001,66.599998,101.56,79.47,-66.599998
36324,18.120001,66.589996,102.08,79.89,-66.589996
36325,18.120001,66.580002,102.61,80.3,-66.580002
36326,18.120001,66.57,103.04,80.65,-66.57
36327,18.120001,66.559998,103.42,80.94,-66.559998
36328,18.120001,66.550003,104.17,81.54,-66.550003
36329,18.120001,66.540001,104.86,82.08,-66.540001
36330,18.120001,66.529999,105.55,82.63,-66.529999
36331,18.120001,66.519997,106.13,83.08,-66.519997
36332,18.120001,66.510002,106.71,83.54,-66.510002
36333,18.120001,66.5,107.17,83.91,-66.5
36334,18.120001,66.489998,107.6,84.24,-66.489998
36335,18.120001,66.480003,108.46,84.92,-66.480003
36336,18.120001,66.470001,109.26,85.56,-66.470001
36337,18.120001,66.459999,110.07,86.19,-66.459999
36338,18.120001,66.449997,110.73,86.71,-66.449997
36339,18.120001,66.440002,111.38,87.23,-66.440002
36340,18.120001,66.43,111.89,87.63,-66.43
36341,18.120001,66.419998,112.34,87.98,-66.419998
36342,18.120001,66.410004,112.65,88.23,-66.410004
36343,18.120001,66.400002,112.83,88.37,-66.400002
36344,18.120001,66.389999,113.06,88.55,-66.389999
36345,18.120001,66.379997,113.66,89.03,-66.379997
36346,18.120001,66.370003,114.22,89.47,-66.370003
36347,18.120001,66.360001,114.58,89.76,-66.360001
36348,18.120001,66.349998,114.88,89.99,-66.349998
36349,18.120001,66.339996,114.97,90.07,-66.339996
36350,18.120001,66.330002,114.95,90.05,-66.330002
36351,18.120001,66.32,115.52,90.5,-66.32
36352,18.120001,66.309998,116.2,91.03,-66.309998
36353,18.120001,66.300003,116.63,91.38,-66.300003
36354,18.120001,66.290001,117.09,91.74,-66.290001
36355,18.120001,66.279999,117.24,91.86,-66.279999
36356,18.120001,66.269997,117.41,92,-66.269997
36357,18.120001,66.260002,117.25,91.87,-66.260002
36358,18.120001,66.25,117.77,92.27,-66.25
36359,18.120001,66.239998,118.43,92.8,-66.239998
36360,18.120001,66.230003,119,93.25,-66.230003
36361,18.120001,66.220001,119.44,93.6,-66.220001
36362,18.120001,66.209999,119.75,93.84,-66.209999
36363,18.120001,66.199997,119.96,94.01,-66.199997
36364,18.120001,66.190002,119.99,94.03,-66.190002
36365,18.120001,66.18,119.97,94.01,-66.18
36366,18.120001,66.169998,120.13,94.14,-66.169998
36367,18.120001,66.160004,120.8,94.67,-66.160004
36368,18.120001,66.150002,121.52,95.24,-66.150002
36369,18.120001,66.139999,122.02,95.64,-66.139999
36370,18.120001,66.129997,122.48,96,-66.129997
36371,18.120001,66.120003,122.93,96.36,-66.120003
36372,18.120001,66.110001,123.64,96.91,-66.110001
36373,18.120001,66.099998,124.19,97.35,-66.099998
36374,18.120001,66.089996,124.72,97.77,-66.089996
36375,18.120001,66.080002,125.15,98.11,-66.080002
36376,18.120001,66.07,125.49,98.38,-66.07
36377,18.120001,66.059998,125.82,98.64,-66.059998
36378,18.120001,66.050003,125.97,98.76,-66.050003
36379,18.120001,66.040001,126.19,98.93,-66.040001
36380,18.120001,66.029999,126.2,98.94,-66.029999
36381,18.120001,66.019997,126.23,98.96,-66.019997
36382,18.120001,66.010002,126.53,99.2,-66.010002
36383,18.120001,66,127.08,99.64,-66
36384,18.120001,65.989998,127.5,99.97,-65.989998
36385,18.120001,65.980003,127.97,100.34,-65.980003
36386,18.120001,65.970001,128.26,100.57,-65.970001
36387,18.120001,65.959999,128.54,100.79,-65.959999
36388,18.120001,65.949997,128.7,100.92,-65.949997
36389,18.120001,65.940002,128.61,100.85,-65.940002
36390,18.120001,65.93,128.61,100.84,-65.93
36391,18.120001,65.919998,128.3,100.6,-65.919998
36392,18.120001,65.910004,127.93,100.3,-65.910004
36393,18.120001,65.900002,127.67,100.1,-65.900002
36394,18.120001,65.889999,127.06,99.62,-65.889999
36395,18.120001,65.879997,126.84,99.84,-65.879997
36396,18.120001,65.870003,126.9,99.92,-65.870003
36397,18.120001,65.860001,129.06,102.05,-65.860001
36398,18.120001,65.849998,131.2,103.83,-65.849998
36399,18.120001,65.839996,133.74,106.06,-65.839996
36400,18.120001,65.830002,135.63,107.82,-65.830002
36401,18.120001,65.82,137.48,109.57,-65.82
36402,18.120001,65.809998,139.4,111.48,-65.809998
36403,18.120001,65.800003,141.23,113.46,-65.800003
36404,18.120001,65.790001,142.7,115.4,-65.790001
36429,18.120001,65.540001,133.69,105.43,-65.540001
36430,18.120001,65.529999,133.21,104.99,-65.529999
36431,18.120001,65.519997,132.94,104.97,-65.519997
36432,18.120001,65.510002,132.56,104.86,-65.510002
36433,18.120001,65.5,132.44,104.61,-65.5
36434,18.120001,65.489998,131.97,104.48,-65.489998
36435,18.120001,65.480003,132.01,104.72,-65.480003
36436,18.120001,65.470001,131.07,103.8,-65.470001
36437,18.120001,65.459999,130.58,103.63,-65.459999
36438,18.120001,65.449997,129.93,103.31,-65.449997
36439,18.120001,65.440002,129.55,102.5,-65.440002
36440,18.120001,65.43,129.25,102.52,-65.43
36441,18.120001,65.419998,128.77,102.3,-65.419998
36442,18.120001,65.410004,128.49,102.44,-65.410004
36443,18.120001,65.400002,128.3,102.65,-65.400002
36444,18.120001,65.389999,128.52,103.4,-65.389999
36445,18.120001,65.379997,129.59,105.6,-65.379997
36449,18.120001,65.339996,128.51,105.74,-65.339996
36706,18.129999,67.18,79.61,64.14,-67.18
36707,18.129999,67.169998,79.49,63.58,-67.169998
36708,18.129999,67.160004,79.41,63.08,-67.160004
36709,18.129999,67.150002,79.47,62.8,-67.150002
36710,18.129999,67.139999,79.73,62.85,-67.139999
36711,18.129999,67.129997,80.08,63.05,-67.129997
36712,18.129999,67.120003,80.44,63.27,-67.120003
36713,18.129999,67.110001,80.82,63.53,-67.110001
36714,18.129999,67.099998,81.23,63.8,-67.099998
36715,18.129999,67.089996,81.61,64.05,-67.089996
36716,18.129999,67.080002,81.92,64.18,-67.080002
36717,18.129999,67.07,82.28,64.41,-67.07
36718,18.129999,67.059998,82.66,64.67,-67.059998
36719,18.129999,67.050003,82.95,64.81,-67.050003
36720,18.129999,67.040001,83.43,65.19,-67.040001
36721,18.129999,67.029999,83.88,65.54,-67.029999
36722,18.129999,67.019997,84.36,65.92,-67.019997
36723,18.129999,67.010002,84.98,66.4,-67.010002
36724,18.129999,67,85.54,66.85,-67
36725,18.129999,66.989998,86.09,67.28,-66.989998
36726,18.129999,66.980003,86.64,67.71,-66.980003
36727,18.129999,66.970001,87.18,68.14,-66.970001
36728,18.129999,66.959999,87.71,68.56,-66.959999
36729,18.129999,66.949997,88.24,68.97,-66.949997
36730,18.129999,66.940002,88.75,69.38,-66.940002
36731,18.129999,66.93,89.25,69.77,-66.93
36732,18.129999,66.919998,89.74,70.16,-66.919998
36733,18.129999,66.910004,90.15,70.48,-66.910004
36734,18.129999,66.900002,90.53,70.78,-66.900002
36735,18.129999,66.889999,90.91,71.08,-66.889999
36736,18.129999,66.879997,91.33,71.41,-66.879997
36737,18.129999,66.870003,91.75,71.74,-66.870003
36738,18.129999,66.860001,92.36,72.22,-66.860001
36739,18.129999,66.849998,93.11,72.82,-66.849998
36740,18.129999,66.839996,93.9,73.43,-66.839996
36741,18.129999,66.830002,94.4,73.83,-66.830002
36742,18.129999,66.82,94.91,74.23,-66.82
36743,18.129999,66.809998,95.26,74.51,-66.809998
36744,18.129999,66.800003,95.25,74.5,-66.800003
36745,18.129999,66.790001,95.49,74.69,-66.790001
36746,18.129999,66.779999,95.53,74.72,-66.779999
36747,18.129999,66.769997,95.55,74.73,-66.769997
36748,18.129999,66.760002,95.82,74.95,-66.760002
36749,18.129999,66.75,95.88,75,-66.75
36750,18.129999,66.739998,96.09,75.16,-66.739998
36751,18.129999,66.730003,96.23,75.27,-66.730003
36752,18.129999,66.720001,96.33,75.35,-66.720001
36753,18.129999,66.709999,96.58,75.55,-66.709999
36754,18.129999,66.699997,96.78,75.71,-66.699997
36755,18.129999,66.690002,97.14,75.99,-66.690002
36756,18.129999,66.68,97.79,76.5,-66.68
36757,18.129999,66.669998,98.41,76.99,-66.669998
36758,18.129999,66.660004,98.92,77.4,-66.660004
36759,18.129999,66.650002,99.37,77.75,-66.650002
36760,18.129999,66.639999,99.75,78.05,-66.639999
36761,18.129999,66.629997,100.12,78.34,-66.629997
36762,18.129999,66.620003,100.55,78.68,-66.620003
36763,18.129999,66.610001,101.34,79.31,-66.610001
36764,18.129999,66.599998,102.04,79.86,-66.599998
36765,18.129999,66.589996,102.6,80.3,-66.589996
36766,18.129999,66.580002,103.15,80.73,-66.580002
36767,18.129999,66.57,103.58,81.07,-66.57
36768,18.129999,66.559998,103.98,81.39,-66.559998
36769,18.129999,66.550003,104.65,81.92,-66.550003
36770,18.129999,66.540001,105.38,82.49,-66.540001
36771,18.129999,66.529999,106.07,83.04,-66.529999
36772,18.129999,66.519997,106.69,83.52,-66.519997
36773,18.129999,66.510002,107.3,84.01,-66.510002
36774,18.129999,66.5,107.76,84.37,-66.5
36775,18.129999,66.489998,108.22,84.73,-66.489998
36776,18.129999,66.480003,108.96,85.32,-66.480003
36777,18.129999,66.470001,109.81,85.99,-66.470001
36778,18.129999,66.459999,110.62,86.63,-66.459999
36779,18.129999,66.449997,111.31,87.18,-66.449997
36780,18.129999,66.440002,112.02,87.73,-66.440002
36781,18.129999,66.43,112.51,88.12,-66.43
36782,18.129999,66.419998,113.01,88.52,-66.419998
36783,18.129999,66.410004,113.29,88.74,-66.410004
36784,18.129999,66.400002,113.52,88.92,-66.400002
36785,18.129999,66.389999,113.58,88.96,-66.389999
36786,18.129999,66.379997,114.21,89.46,-66.379997
36787,18.129999,66.370003,114.82,89.94,-66.370003
36788,18.129999,66.360001,115.2,90.25,-66.360001
36789,18.129999,66.349998,115.55,90.52,-66.349998
36790,18.129999,66.339996,115.66,90.61,-66.339996
36791,18.129999,66.330002,115.69,90.63,-66.330002
36792,18.129999,66.32,115.97,90.85,-66.32
36793,18.129999,66.309998,116.71,91.44,-66.309998
36794,18.129999,66.300003,117.19,91.82,-66.300003
36795,18.129999,66.290001,117.7,92.22,-66.290001
36796,18.129999,66.279999,117.91,92.39,-66.279999
36797,18.129999,66.269997,118.13,92.56,-66.269997
36798,18.129999,66.260002,118.07,92.51,-66.260002
36799,18.129999,66.25,118.06,92.5,-66.25
36800,18.129999,66.239998,118.83,93.11,-66.239998
36801,18.129999,66.230003,119.43,93.59,-66.230003
36802,18.129999,66.220001,120.01,94.04,-66.220001
36803,18.129999,66.209999,120.34,94.31,-66.209999
36804,18.129999,66.199997,120.71,94.6,-66.199997
36805,18.129999,66.190002,120.78,94.65,-66.190002
36806,18.129999,66.18,120.89,94.74,-66.18
36807,18.129999,66.169998,120.72,94.61,-66.169998
36808,18.129999,66.160004,121.02,94.85,-66.160004
36809,18.129999,66.150002,121.74,95.41,-66.150002
36810,18.129999,66.139999,122.42,95.95,-66.139999
36811,18.129999,66.129997,122.88,96.32,-66.129997
36812,18.129999,66.120003,123.4,96.72,-66.120003
36813,18.129999,66.110001,123.67,96.94,-66.110001
36814,18.129999,66.099998,124.31,97.44,-66.099998
36815,18.129999,66.089996,124.84,97.86,-66.089996
36816,18.129999,66.080002,125.4,98.3,-66.080002
36817,18.129999,66.07,125.77,98.59,-66.07
36818,18.129999,66.059998,126.16,98.91,-66.059998
36819,18.129999,66.050003,126.45,99.13,-66.050003
36820,18.129999,66.040001,126.66,99.3,-66.040001
36821,18.129999,66.029999,126.93,99.51,-66.029999
36822,18.129999,66.019997,126.96,99.54,-66.019997
36823,18.129999,66.010002,127.07,99.63,-66.010002
36824,18.129999,66,127.08,99.63,-66
36825,18.129999,65.989998,127.6,100.04,-65.989998
36826,18.129999,65.980003,128.06,100.41,-65.980003
36827,18.129999,65.970001,128.56,100.8,-65.970001
36828,18.129999,65.959999,128.84,101.03,-65.959999
36829,18.129999,65.949997,129.18,101.3,-65.949997
36830,18.129999,65.940002,129.37,101.44,-65.940002
36831,18.129999,65.93,129.37,101.44,-65.93
36832,18.129999,65.919998,129.44,101.5,-65.919998
36833,18.129999,65.910004,129.29,101.38,-65.910004
36834,18.129999,65.900002,129.03,101.18,-65.900002
36835,18.129999,65.889999,128.86,101.04,-65.889999
36836,18.129999,65.879997,128.68,101.57,-65.879997
36837,18.129999,65.870003,130.37,102.96,-65.870003
36838,18.129999,65.860001,131.94,104.22,-65.860001
36839,18.129999,65.849998,133.71,105.78,-65.849998
36840,18.129999,65.839996,135.51,107.42,-65.839996
36841,18.129999,65.830002,137.31,109.11,-65.830002
36842,18.129999,65.82,139.22,110.99,-65.82
36843,18.129999,65.809998,140.57,112.47,-65.809998
36844,18.129999,65.800003,143.62,116.94,-65.800003
36845,18.129999,65.790001,143.44,116.13,-65.790001
36846,18.129999,65.779999,147.1,121.5,-65.779999
36873,18.129999,65.510002,131.11,104.76,-65.510002
36874,18.129999,65.5,130.6,103.04,-65.5
36875,18.129999,65.489998,130.32,103.18,-65.489998
36876,18.129999,65.480003,129.71,102.73,-65.480003
36877,18.129999,65.470001,129.45,102.08,-65.470001
36878,18.129999,65.459999,128.84,101.69,-65.459999
36879,18.129999,65.449997,128.16,101.23,-65.449997
36880,18.129999,65.440002,127.53,100.85,-65.440002
36881,18.129999,65.43,127.02,100.54,-65.43
36882,18.129999,65.419998,126.91,100.24,-65.419998
36883,18.129999,65.410004,127.2,101.27,-65.410004
36884,18.129999,65.400002,126.59,100.87,-65.400002
36885,18.129999,65.389999,126.23,100.94,-65.389999
36886,18.129999,65.379997,126.21,101.59,-65.379997
36887,18.129999,65.370003,126.65,102.98,-65.370003
36888,18.129999,65.360001,124.15,98.67,-65.360001
36889,18.129999,65.349998,123.81,98.68,-65.349998
36890,18.129999,65.339996,123.39,98.77,-65.339996
36891,18.129999,65.330002,123.21,98.79,-65.330002
36892,18.129999,65.32,123.63,99.93,-65.32
36893,18.129999,65.309998,127.87,106.09,-65.309998
37147,18.139999,67.18,81.66,66.96,-67.18
37148,18.139999,67.169998,79.88,64.01,-67.169998
37149,18.139999,67.160004,79.51,63.02,-67.160004
37150,18.139999,67.150002,79.78,63.08,-67.150002
37151,18.139999,67.139999,80.11,63.24,-67.139999
37152,18.139999,67.129997,80.44,63.4,-67.129997
37153,18.139999,67.120003,80.81,63.63,-67.120003
37154,18.139999,67.110001,81.19,63.87,-67.110001
37155,18.139999,67.099998,81.58,64.1,-67.099998
37156,18.139999,67.089996,81.85,64.18,-67.089996
37157,18.139999,67.080002,82.19,64.38,-67.080002
37158,18.139999,67.07,82.58,64.64,-67.07
37159,18.139999,67.059998,82.81,64.7,-67.059998
37160,18.139999,67.050003,83.3,65.08,-67.050003
37161,18.139999,67.040001,83.77,65.45,-67.040001
37162,18.139999,67.029999,84.22,65.81,-67.029999
37163,18.139999,67.019997,84.66,66.15,-67.019997
37164,18.139999,67.010002,85.27,66.63,-67.010002
37165,18.139999,67,85.83,67.07,-67
37166,18.139999,66.989998,86.41,67.53,-66.989998
37167,18.139999,66.980003,86.97,67.97,-66.980003
37168,18.139999,66.970001,87.52,68.41,-66.970001
37169,18.139999,66.959999,88.06,68.83,-66.959999
37170,18.139999,66.949997,88.59,69.25,-66.949997
37171,18.139999,66.940002,89.11,69.66,-66.940002
37172,18.139999,66.93,89.61,70.06,-66.93
37173,18.139999,66.919998,90.1,70.44,-66.919998
37174,18.139999,66.910004,90.52,70.77,-66.910004
37175,18.139999,66.900002,90.92,71.09,-66.900002
37176,18.139999,66.889999,91.35,71.43,-66.889999
37177,18.139999,66.879997,91.79,71.77,-66.879997
37178,18.139999,66.870003,92.25,72.14,-66.870003
37179,18.139999,66.860001,92.96,72.7,-66.860001
37180,18.139999,66.849998,93.71,73.29,-66.849998
37181,18.139999,66.839996,94.34,73.79,-66.839996
37182,18.139999,66.830002,94.85,74.19,-66.830002
37183,18.139999,66.82,95.37,74.59,-66.82
37184,18.139999,66.809998,95.46,74.67,-66.809998
37185,18.139999,66.800003,95.47,74.67,-66.800003
37186,18.139999,66.790001,95.71,74.86,-66.790001
37187,18.139999,66.779999,95.77,74.91,-66.779999
37188,18.139999,66.769997,95.94,75.04,-66.769997
37189,18.139999,66.760002,96.07,75.15,-66.760002
37190,18.139999,66.75,96.2,75.25,-66.75
37191,18.139999,66.739998,96.39,75.4,-66.739998
37192,18.139999,66.730003,96.54,75.52,-66.730003
37193,18.139999,66.720001,96.76,75.69,-66.720001
37194,18.139999,66.709999,96.93,75.83,-66.709999
37195,18.139999,66.699997,97.17,76.01,-66.699997
37196,18.139999,66.690002,97.5,76.27,-66.690002
37197,18.139999,66.68,98.14,76.78,-66.68
37198,18.139999,66.669998,98.77,77.28,-66.669998
37199,18.139999,66.660004,99.35,77.73,-66.660004
37200,18.139999,66.650002,99.84,78.12,-66.650002
37201,18.139999,66.639999,100.24,78.44,-66.639999
37202,18.139999,66.629997,100.63,78.74,-66.629997
37203,18.139999,66.620003,100.98,79.02,-66.620003
37204,18.139999,66.610001,101.83,79.69,-66.610001
37205,18.139999,66.599998,102.52,80.23,-66.599998
37206,18.139999,66.589996,103.1,80.69,-66.589996
37207,18.139999,66.580002,103.65,81.13,-66.580002
37208,18.139999,66.57,104.11,81.49,-66.57
37209,18.139999,66.559998,104.55,81.84,-66.559998
37210,18.139999,66.550003,105.12,82.29,-66.550003
37211,18.139999,66.540001,105.88,82.89,-66.540001
37212,18.139999,66.529999,106.58,83.44,-66.529999
37213,18.139999,66.519997,107.23,83.95,-66.519997
37214,18.139999,66.510002,107.84,84.44,-66.510002
37215,18.139999,66.5,108.34,84.83,-66.5
37216,18.139999,66.489998,108.84,85.22,-66.489998
37217,18.139999,66.480003,109.45,85.71,-66.480003
37218,18.139999,66.470001,110.33,86.4,-66.470001
37219,18.139999,66.459999,111.15,87.05,-66.459999
37220,18.139999,66.449997,111.89,87.63,-66.449997
37221,18.139999,66.440002,112.59,88.18,-66.440002
37222,18.139999,66.43,113.12,88.61,-66.43
37223,18.139999,66.419998,113.67,89.04,-66.419998
37224,18.139999,66.410004,113.94,89.25,-66.410004
37225,18.139999,66.400002,114.22,89.47,-66.400002
37226,18.139999,66.389999,114.23,89.48,-66.389999
37227,18.139999,66.379997,114.73,89.88,-66.379997
37228,18.139999,66.370003,115.39,90.39,-66.370003
37229,18.139999,66.360001,115.8,90.72,-66.360001
37230,18.139999,66.349998,116.2,91.04,-66.349998
37231,18.139999,66.339996,116.35,91.15,-66.339996
37232,18.139999,66.330002,116.43,91.21,-66.330002
37233,18.139999,66.32,116.37,91.17,-66.32
37234,18.139999,66.309998,117.16,91.79,-66.309998
37235,18.139999,66.300003,117.7,92.22,-66.300003
37236,18.139999,66.290001,118.26,92.66,-66.290001
37237,18.139999,66.279999,118.56,92.9,-66.279999
37238,18.139999,66.269997,118.82,93.11,-66.269997
37239,18.139999,66.260002,118.85,93.13,-66.260002
37240,18.139999,66.25,118.8,93.09,-66.25
37241,18.139999,66.239998,119.17,93.39,-66.239998
37242,18.139999,66.230003,119.8,93.88,-66.230003
37243,18.139999,66.220001,120.46,94.4,-66.220001
37244,18.139999,66.209999,120.88,94.74,-66.209999
37245,18.139999,66.199997,121.29,95.06,-66.199997
37246,18.139999,66.190002,121.51,95.23,-66.190002
37247,18.139999,66.18,121.65,95.35,-66.18
37248,18.139999,66.169998,121.68,95.37,-66.169998
37249,18.139999,66.160004,121.57,95.28,-66.160004
37250,18.139999,66.150002,121.89,95.53,-66.150002
37251,18.139999,66.139999,122.64,96.12,-66.139999
37252,18.139999,66.129997,123.22,96.58,-66.129997
37253,18.139999,66.120003,123.72,96.98,-66.120003
37254,18.139999,66.110001,124.21,97.37,-66.110001
37255,18.139999,66.099998,124.52,97.61,-66.099998
