ID,Lat,LongW,Vg (mph),Vsust (mph),Lon
42075,18.25,66.410004,119.82,93.9,-66.410004
42076,18.25,66.400002,120.55,94.48,-66.400002
42077,18.25,66.389999,120.96,94.8,-66.389999
42078,18.25,66.379997,121.41,95.15,-66.379997
42079,18.25,66.370003,121.56,95.27,-66.370003
42080,18.25,66.360001,121.65,95.34,-66.360001
42081,18.25,66.349998,121.54,95.25,-66.349998
42082,18.25,66.339996,121.49,95.22,-66.339996
42083,18.25,66.330002,122.27,95.83,-66.330002
42084,18.25,66.32,122.79,96.24,-66.32
42085,18.25,66.309998,123.31,96.65,-66.309998
42086,18.25,66.300003,123.65,96.93,-66.300003
42087,18.25,66.290001,123.91,97.13,-66.290001
42088,18.25,66.279999,124.1,97.28,-66.279999
42089,18.25,66.269997,124.07,97.26,-66.269997
42090,18.25,66.260002,124.11,97.29,-66.260002
42091,18.25,66.25,123.84,97.07,-66.25
42092,18.25,66.239998,124.46,97.57,-66.239998
42093,18.25,66.230003,125.02,98,-66.230003
42094,18.25,66.220001,125.6,98.47,-66.220001
42095,18.25,66.209999,125.93,98.73,-66.209999
42096,18.25,66.199997,126.31,99.03,-66.199997
42097,18.25,66.190002,126.61,99.27,-66.190002
42098,18.25,66.18,126.79,99.4,-66.18
42099,18.25,66.169998,127.03,99.59,-66.169998
42100,18.25,66.160004,127.14,99.68,-66.160004
42101,18.25,66.150002,127.2,99.73,-66.150002
42102,18.25,66.139999,127.36,99.85,-66.139999
42103,18.25,66.129997,127.28,99.79,-66.129997
42104,18.25,66.120003,127.34,99.84,-66.120003
42105,18.25,66.110001,127.92,100.3,-66.110001
42106,18.25,66.099998,128.36,100.64,-66.099998
42107,18.25,66.089996,128.83,101.02,-66.089996
42108,18.25,66.080002,129.34,101.42,-66.080002
42109,18.25,66.07,129.78,101.77,-66.07
42110,18.25,66.059998,130.17,102.08,-66.059998
42111,18.25,66.050003,130.61,102.43,-66.050003
42112,18.25,66.040001,131.09,102.8,-66.040001
42113,18.25,66.029999,131.62,103.22,-66.029999
42114,18.25,66.019997,132.04,103.56,-66.019997
42115,18.25,66.010002,132.48,103.9,-66.010002
42116,18.25,66,132.96,104.28,-66
42117,18.25,65.989998,133.47,104.69,-65.989998
42118,18.25,65.980003,133.99,105.1,-65.980003
42119,18.25,65.970001,134.51,105.51,-65.970001
42120,18.25,65.959999,135.04,105.93,-65.959999
42121,18.25,65.949997,136.13,106.79,-65.949997
42122,18.25,65.940002,136.99,107.47,-65.940002
42123,18.25,65.93,137.56,107.92,-65.93
42124,18.25,65.919998,138.04,108.3,-65.919998
42125,18.25,65.910004,138.46,108.63,-65.910004
42126,18.25,65.900002,138.82,108.92,-65.900002
42127,18.25,65.889999,138.75,108.86,-65.889999
42128,18.25,65.879997,138.52,108.68,-65.879997
42129,18.25,65.870003,138.23,108.59,-65.870003
42130,18.25,65.860001,137.84,108.3,-65.860001
42131,18.25,65.849998,137.27,107.94,-65.849998
42132,18.25,65.839996,136.57,107.42,-65.839996
42133,18.25,65.830002,135.75,106.8,-65.830002
42134,18.25,65.82,135.17,106.23,-65.82
42135,18.25,65.809998,134.58,105.82,-65.809998
42136,18.25,65.800003,133.86,105.26,-65.800003
42137,18.25,65.790001,133.16,104.74,-65.790001
42138,18.25,65.779999,132.45,104.27,-65.779999
42139,18.25,65.769997,131.62,103.68,-65.769997
42140,18.25,65.760002,130.78,103.09,-65.760002
42141,18.25,65.75,129.86,102.42,-65.75
42142,18.25,65.739998,128.92,101.73,-65.739998
42143,18.25,65.730003,127.97,101.05,-65.730003
42144,18.25,65.720001,127.02,100.39,-65.720001
42145,18.25,65.709999,126.61,99.96,-65.709999
42146,18.25,65.699997,126.19,99.54,-65.699997
42147,18.25,65.690002,125.97,99.49,-65.690002
42148,18.25,65.68,125.75,99.46,-65.68
42149,18.25,65.669998,125.25,99.31,-65.669998
42150,18.25,65.660004,125.58,100.01,-65.660004
42151,18.25,65.650002,125.48,100.51,-65.650002
42152,18.25,65.639999,125.76,101.51,-65.639999
42153,18.25,65.629997,129.23,106.79,-65.629997
42157,18.25,65.589996,125.28,101.92,-65.589996
42439,18.26,67.18,82.05,65.53,-67.18
42440,18.26,67.169998,80.95,63.38,-67.169998
42441,18.26,67.160004,81.42,63.74,-67.160004
42442,18.26,67.150002,81.91,64.12,-67.150002
42443,18.26,67.139999,82.42,64.51,-67.139999
42444,18.26,67.129997,82.94,64.91,-67.129997
42445,18.26,67.120003,83.4,65.27,-67.120003
42446,18.26,67.110001,83.85,65.62,-67.110001
42447,18.26,67.099998,84.3,65.97,-67.099998
42448,18.26,67.089996,84.77,66.33,-67.089996
42449,18.26,67.080002,85.25,66.7,-67.080002
42450,18.26,67.07,85.73,67.07,-67.07
42451,18.26,67.059998,86.19,67.36,-67.059998
42452,18.26,67.050003,86.65,67.72,-67.050003
42453,18.26,67.040001,87.08,68.06,-67.040001
42454,18.26,67.029999,87.42,68.33,-67.029999
42455,18.26,67.019997,87.89,68.7,-67.019997
42456,18.26,67.010002,88.4,69.1,-67.010002
42457,18.26,67,88.74,69.36,-67
42458,18.26,66.989998,89.32,69.83,-66.989998
42459,18.26,66.980003,89.95,70.32,-66.980003
42460,18.26,66.970001,90.6,70.83,-66.970001
42461,18.26,66.959999,91.25,71.34,-66.959999
42462,18.26,66.949997,91.96,71.91,-66.949997
42463,18.26,66.940002,92.69,72.48,-66.940002
42464,18.26,66.93,93.35,73,-66.93
42465,18.26,66.919998,93.94,73.46,-66.919998
42466,18.26,66.910004,94.49,73.9,-66.910004
42467,18.26,66.900002,94.82,74.16,-66.900002
42468,18.26,66.889999,95.16,74.43,-66.889999
42469,18.26,66.879997,95.61,74.79,-66.879997
42470,18.26,66.870003,96.11,75.17,-66.870003
42471,18.26,66.860001,96.68,75.63,-66.860001
42472,18.26,66.849998,97.4,76.19,-66.849998
42473,18.26,66.839996,98.1,76.75,-66.839996
42474,18.26,66.830002,98.53,77.09,-66.830002
42475,18.26,66.82,98.92,77.4,-66.82
42476,18.26,66.809998,99.27,77.67,-66.809998
42477,18.26,66.800003,99.57,77.9,-66.800003
42478,18.26,66.790001,99.86,78.14,-66.790001
42479,18.26,66.779999,100.05,78.29,-66.779999
42480,18.26,66.769997,100.27,78.46,-66.769997
42481,18.26,66.760002,100.55,78.68,-66.760002
42482,18.26,66.75,100.76,78.85,-66.75
42483,18.26,66.739998,101.06,79.08,-66.739998
42484,18.26,66.730003,101.32,79.28,-66.730003
42485,18.26,66.720001,101.55,79.47,-66.720001
42486,18.26,66.709999,101.89,79.74,-66.709999
42487,18.26,66.699997,102.15,79.95,-66.699997
42488,18.26,66.690002,102.42,80.15,-66.690002
42489,18.26,66.68,102.81,80.46,-66.68
42490,18.26,66.669998,103.12,80.71,-66.669998
42491,18.26,66.660004,103.89,81.31,-66.660004
42492,18.26,66.650002,104.61,81.89,-66.650002
42493,18.26,66.639999,105.27,82.41,-66.639999
42494,18.26,66.629997,105.92,82.92,-66.629997
42495,18.26,66.620003,106.42,83.31,-66.620003
42496,18.26,66.610001,106.92,83.71,-66.610001
42497,18.26,66.599998,107.24,83.96,-66.599998
42498,18.26,66.589996,107.84,84.43,-66.589996
42499,18.26,66.580002,108.68,85.1,-66.580002
42500,18.26,66.57,109.41,85.67,-66.57
42501,18.26,66.559998,110.1,86.22,-66.559998
42502,18.26,66.550003,110.7,86.69,-66.550003
42503,18.26,66.540001,111.22,87.1,-66.540001
42504,18.26,66.529999,111.66,87.45,-66.529999
42505,18.26,66.519997,112.03,87.74,-66.519997
42506,18.26,66.510002,112.91,88.44,-66.510002
42507,18.26,66.5,113.82,89.16,-66.5
42508,18.26,66.489998,114.55,89.73,-66.489998
42509,18.26,66.480003,115.29,90.32,-66.480003
42510,18.26,66.470001,115.84,90.75,-66.470001
42511,18.26,66.459999,116.36,91.16,-66.459999
42512,18.26,66.449997,116.72,91.44,-66.449997
42513,18.26,66.440002,117.46,92.03,-66.440002
42514,18.26,66.43,118.4,92.77,-66.43
42515,18.26,66.419998,119.36,93.53,-66.419998
42516,18.26,66.410004,120.07,94.09,-66.410004
42517,18.26,66.400002,120.82,94.69,-66.400002
42518,18.26,66.389999,121.32,95.08,-66.389999
42519,18.26,66.379997,121.79,95.45,-66.379997
42520,18.26,66.370003,122.05,95.66,-66.370003
42521,18.26,66.360001,122.18,95.76,-66.360001
42522,18.26,66.349998,122.2,95.78,-66.349998
42523,18.26,66.339996,122,95.62,-66.339996
42524,18.26,66.330002,122.33,95.88,-66.330002
42525,18.26,66.32,122.99,96.4,-66.32
42526,18.26,66.309998,123.51,96.81,-66.309998
42527,18.26,66.300003,124.02,97.22,-66.300003
42528,18.26,66.290001,124.29,97.43,-66.290001
42529,18.26,66.279999,124.6,97.67,-66.279999
42530,18.26,66.269997,124.67,97.73,-66.269997
42531,18.26,66.260002,124.71,97.76,-66.260002
42532,18.26,66.25,124.69,97.75,-66.25
42533,18.26,66.239998,124.49,97.58,-66.239998
42534,18.26,66.230003,125,97.99,-66.230003
42535,18.26,66.220001,125.57,98.44,-66.220001
42536,18.26,66.209999,126.11,98.87,-66.209999
42537,18.26,66.199997,126.47,99.15,-66.199997
42538,18.26,66.190002,126.88,99.48,-66.190002
42539,18.26,66.18,127.19,99.72,-66.18
42540,18.26,66.169998,127.41,99.89,-66.169998
42541,18.26,66.160004,127.7,100.12,-66.160004
42542,18.26,66.150002,127.89,100.27,-66.150002
42543,18.26,66.139999,128.02,100.38,-66.139999
42544,18.26,66.129997,128.23,100.54,-66.129997
42545,18.26,66.120003,128.38,100.66,-66.120003
42546,18.26,66.110001,128.36,100.64,-66.110001
42547,18.26,66.099998,128.44,100.71,-66.099998
42548,18.26,66.089996,128.67,100.89,-66.089996
42549,18.26,66.080002,129.13,101.26,-66.080002
42550,18.26,66.07,129.63,101.65,-66.07
42551,18.26,66.059998,130.16,102.07,-66.059998
42552,18.26,66.050003,130.61,102.43,-66.050003
42553,18.26,66.040001,131.04,102.76,-66.040001
42554,18.26,66.029999,131.5,103.13,-66.029999
42555,18.26,66.019997,131.97,103.5,-66.019997
42556,18.26,66.010002,132.47,103.89,-66.010002
42557,18.26,66,133.13,104.42,-66
42558,18.26,65.989998,133.96,105.07,-65.989998
42559,18.26,65.980003,134.77,105.72,-65.980003
42560,18.26,65.970001,135.55,106.34,-65.970001
42561,18.26,65.959999,136.29,106.92,-65.959999
42562,18.26,65.949997,136.97,107.46,-65.949997
42563,18.26,65.940002,137.59,107.95,-65.940002
42564,18.26,65.93,138.14,108.38,-65.93
42565,18.26,65.919998,138.62,108.76,-65.919998
42566,18.26,65.910004,138.79,108.9,-65.910004
42567,18.26,65.900002,138.73,108.85,-65.900002
42568,18.26,65.889999,138.6,108.74,-65.889999
42569,18.26,65.879997,138.41,108.59,-65.879997
42570,18.26,65.870003,137.92,108.21,-65.870003
42571,18.26,65.860001,137.3,107.87,-65.860001
42572,18.26,65.849998,136.67,107.4,-65.849998
42573,18.26,65.839996,135.88,106.78,-65.839996
42574,18.26,65.830002,134.97,106.08,-65.830002
42575,18.26,65.82,134.11,105.43,-65.82
42576,18.26,65.809998,133.39,104.78,-65.809998
42577,18.26,65.800003,132.81,104.39,-65.800003
42578,18.26,65.790001,132.07,103.84,-65.790001
42579,18.26,65.779999,131.27,103.24,-65.779999
42580,18.26,65.769997,130.58,102.8,-65.769997
42581,18.26,65.760002,129.62,102.03,-65.760002
42582,18.26,65.75,128.73,101.38,-65.75
42583,18.26,65.739998,127.83,100.72,-65.739998
42584,18.26,65.730003,126.91,100.05,-65.730003
42585,18.26,65.720001,125.95,99.34,-65.720001
42586,18.26,65.709999,125.61,99.2,-65.709999
42587,18.26,65.699997,125.45,99.19,-65.699997
42588,18.26,65.690002,125.23,99.15,-65.690002
42589,18.26,65.68,125.05,99.2,-65.68
42590,18.26,65.669998,124.82,99.22,-65.669998
42591,18.26,65.660004,124.65,99.38,-65.660004
42592,18.26,65.650002,124.91,100.32,-65.650002
42593,18.26,65.639999,125.6,101.97,-65.639999
42596,18.26,65.610001,125.2,102.16,-65.610001
42880,18.27,67.18,80.75,63.26,-67.18
42881,18.27,67.169998,81.22,63.62,-67.169998
42882,18.27,67.160004,81.68,63.97,-67.160004
42883,18.27,67.150002,82.19,64.36,-67.150002
42884,18.27,67.139999,82.69,64.75,-67.139999
42885,18.27,67.129997,83.2,65.14,-67.129997
42886,18.27,67.120003,83.65,65.49,-67.120003
42887,18.27,67.110001,84.1,65.83,-67.110001
42888,18.27,67.099998,84.56,66.19,-67.099998
42889,18.27,67.089996,85.03,66.55,-67.089996
42890,18.27,67.080002,85.5,66.91,-67.080002
42891,18.27,67.07,85.96,67.26,-67.07
42892,18.27,67.059998,86.39,67.52,-67.059998
42893,18.27,67.050003,86.86,67.88,-67.050003
42894,18.27,67.040001,87.27,68.21,-67.040001
42895,18.27,67.029999,87.64,68.5,-67.029999
42896,18.27,67.019997,88.09,68.86,-67.019997
42897,18.27,67.010002,88.57,69.23,-67.010002
42898,18.27,67,88.93,69.52,-67
42899,18.27,66.989998,89.51,69.97,-66.989998
42900,18.27,66.980003,90.14,70.47,-66.980003
42901,18.27,66.970001,90.79,70.99,-66.970001
42902,18.27,66.959999,91.46,71.51,-66.959999
42903,18.27,66.949997,92.18,72.08,-66.949997
42904,18.27,66.940002,92.9,72.64,-66.940002
42905,18.27,66.93,93.51,73.13,-66.93
42906,18.27,66.919998,94.11,73.6,-66.919998
42907,18.27,66.910004,94.61,74,-66.910004
42908,18.27,66.900002,94.94,74.25,-66.900002
42909,18.27,66.889999,95.27,74.52,-66.889999
42910,18.27,66.879997,95.76,74.9,-66.879997
42911,18.27,66.870003,96.26,75.3,-66.870003
42912,18.27,66.860001,96.89,75.8,-66.860001
42913,18.27,66.849998,97.64,76.38,-66.849998
42914,18.27,66.839996,98.33,76.93,-66.839996
42915,18.27,66.830002,98.76,77.26,-66.830002
42916,18.27,66.82,99.18,77.6,-66.82
42917,18.27,66.809998,99.52,77.86,-66.809998
42918,18.27,66.800003,99.84,78.12,-66.800003
42919,18.27,66.790001,100.12,78.34,-66.790001
42920,18.27,66.779999,100.33,78.51,-66.779999
42921,18.27,66.769997,100.56,78.69,-66.769997
42922,18.27,66.760002,100.83,78.9,-66.760002
42923,18.27,66.75,101.07,79.09,-66.75
42924,18.27,66.739998,101.37,79.32,-66.739998
42925,18.27,66.730003,101.62,79.53,-66.730003
42926,18.27,66.720001,101.88,79.73,-66.720001
42927,18.27,66.709999,102.2,79.98,-66.709999
42928,18.27,66.699997,102.48,80.21,-66.699997
42929,18.27,66.690002,102.77,80.44,-66.690002
42930,18.27,66.68,103.13,80.72,-66.68
42931,18.27,66.669998,103.47,80.98,-66.669998
42932,18.27,66.660004,104.11,81.49,-66.660004
42933,18.27,66.650002,104.86,82.08,-66.650002
42934,18.27,66.639999,105.54,82.62,-66.639999
42935,18.27,66.629997,106.21,83.15,-66.629997
42936,18.27,66.620003,106.73,83.56,-66.620003
42937,18.27,66.610001,107.27,83.98,-66.610001
42938,18.27,66.599998,107.61,84.26,-66.599998
42939,18.27,66.589996,108.04,84.59,-66.589996
42940,18.27,66.580002,108.91,85.28,-66.580002
42941,18.27,66.57,109.66,85.87,-66.57
42942,18.27,66.559998,110.39,86.44,-66.559998
42943,18.27,66.550003,111.02,86.94,-66.550003
42944,18.27,66.540001,111.56,87.37,-66.540001
42945,18.27,66.529999,112.05,87.76,-66.529999
42946,18.27,66.519997,112.36,88,-66.519997
42947,18.27,66.510002,113.09,88.58,-66.510002
42948,18.27,66.5,114.02,89.31,-66.5
42949,18.27,66.489998,114.79,89.92,-66.489998
42950,18.27,66.480003,115.55,90.53,-66.480003
42951,18.27,66.470001,116.17,91.01,-66.470001
42952,18.27,66.459999,116.71,91.44,-66.459999
42953,18.27,66.449997,117.14,91.78,-66.449997
42954,18.27,66.440002,117.57,92.12,-66.440002
42955,18.27,66.43,118.52,92.87,-66.43
42956,18.27,66.419998,119.49,93.64,-66.419998
42957,18.27,66.410004,120.28,94.26,-66.410004
42958,18.27,66.400002,121.04,94.86,-66.400002
42959,18.27,66.389999,121.64,95.33,-66.389999
42960,18.27,66.379997,122.13,95.72,-66.379997
42961,18.27,66.370003,122.51,96.02,-66.370003
42962,18.27,66.360001,122.66,96.14,-66.360001
42963,18.27,66.349998,122.84,96.28,-66.349998
42964,18.27,66.339996,122.67,96.15,-66.339996
42965,18.27,66.330002,122.56,96.06,-66.330002
42966,18.27,66.32,123.14,96.52,-66.32
42967,18.27,66.309998,123.66,96.93,-66.309998
42968,18.27,66.300003,124.22,97.37,-66.300003
42969,18.27,66.290001,124.61,97.68,-66.290001
42970,18.27,66.279999,124.93,97.93,-66.279999
42971,18.27,66.269997,125.21,98.16,-66.269997
42972,18.27,66.260002,125.27,98.2,-66.260002
42973,18.27,66.25,125.39,98.3,-66.25
42974,18.27,66.239998,125.3,98.23,-66.239998
42975,18.27,66.230003,125.19,98.14,-66.230003
42976,18.27,66.220001,125.49,98.38,-66.220001
42977,18.27,66.209999,126.07,98.83,-66.209999
42978,18.27,66.199997,126.58,99.24,-66.199997
42979,18.27,66.190002,126.97,99.54,-66.190002
42980,18.27,66.18,127.4,99.89,-66.18
42981,18.27,66.169998,127.75,100.16,-66.169998
42982,18.27,66.160004,128.01,100.37,-66.160004
42983,18.27,66.150002,128.34,100.63,-66.150002
42984,18.27,66.139999,128.63,100.86,-66.139999
42985,18.27,66.129997,128.82,101.01,-66.129997
42986,18.27,66.120003,129.09,101.22,-66.120003
42987,18.27,66.110001,129.45,101.5,-66.110001
42988,18.27,66.099998,129.59,101.62,-66.099998
42989,18.27,66.089996,129.77,101.76,-66.089996
42990,18.27,66.080002,130.06,101.99,-66.080002
42991,18.27,66.07,130.46,102.3,-66.07
42992,18.27,66.059998,130.96,102.7,-66.059998
42993,18.27,66.050003,131.34,103,-66.050003
42994,18.27,66.040001,131.78,103.35,-66.040001
42995,18.27,66.029999,132.32,103.78,-66.029999
42996,18.27,66.019997,132.93,104.26,-66.019997
42997,18.27,66.010002,133.59,104.78,-66.010002
42998,18.27,66,134.29,105.33,-66
42999,18.27,65.989998,135,105.9,-65.989998
43000,18.27,65.980003,135.71,106.45,-65.980003
43001,18.27,65.970001,136.39,107,-65.970001
43002,18.27,65.959999,137.05,107.52,-65.959999
43003,18.27,65.949997,137.67,108.01,-65.949997
43004,18.27,65.940002,138.2,108.43,-65.940002
43005,18.27,65.93,138.42,108.6,-65.93
43006,18.27,65.919998,138.54,108.7,-65.919998
43007,18.27,65.910004,138.59,108.73,-65.910004
43008,18.27,65.900002,138.55,108.71,-65.900002
43009,18.27,65.889999,138.38,108.57,-65.889999
43010,18.27,65.879997,137.88,108.17,-65.879997
43011,18.27,65.870003,137.31,107.73,-65.870003
43012,18.27,65.860001,136.7,107.24,-65.860001
43013,18.27,65.849998,135.93,106.63,-65.849998
43014,18.27,65.839996,135.1,106.12,-65.839996
43015,18.27,65.830002,134.28,105.5,-65.830002
43016,18.27,65.82,133.45,104.9,-65.82
43017,18.27,65.809998,132.47,104.16,-65.809998
43018,18.27,65.800003,131.52,103.36,-65.800003
43019,18.27,65.790001,130.84,102.77,-65.790001
43020,18.27,65.779999,130.16,102.31,-65.779999
43021,18.27,65.769997,129.36,101.71,-65.769997
43022,18.27,65.760002,128.57,101.16,-65.760002
43023,18.27,65.75,127.68,100.47,-65.75
43024,18.27,65.739998,126.8,99.82,-65.739998
43025,18.27,65.730003,125.88,99.13,-65.730003
43026,18.27,65.720001,124.96,98.44,-65.720001
43027,18.27,65.709999,124.53,98.33,-65.709999
43028,18.27,65.699997,124.36,98.31,-65.699997
43029,18.27,65.690002,124.18,98.33,-65.690002
43030,18.27,65.68,123.99,98.38,-65.68
43031,18.27,65.669998,123.79,98.44,-65.669998
43032,18.27,65.660004,123.64,98.64,-65.660004
43033,18.27,65.650002,123.74,99.3,-65.650002
43034,18.27,65.639999,124.33,100.77,-65.639999
43320,18.280001,67.190002,80.52,63.12,-67.190002
43321,18.280001,67.18,81,63.49,-67.18
43322,18.280001,67.169998,81.46,63.84,-67.169998
43323,18.280001,67.160004,81.93,64.2,-67.160004
43324,18.280001,67.150002,82.45,64.6,-67.150002
43325,18.280001,67.139999,82.97,64.99,-67.139999
43326,18.280001,67.129997,83.45,65.36,-67.129997
43327,18.280001,67.120003,83.9,65.7,-67.120003
43328,18.280001,67.110001,84.35,66.05,-67.110001
43329,18.280001,67.099998,84.81,66.4,-67.099998
43330,18.280001,67.089996,85.26,66.75,-67.089996
43331,18.280001,67.080002,85.73,67.11,-67.080002
43332,18.280001,67.07,86.18,67.44,-67.07
43333,18.280001,67.059998,86.59,67.67,-67.059998
43334,18.280001,67.050003,87.05,68.04,-67.050003
43335,18.280001,67.040001,87.47,68.37,-67.040001
43336,18.280001,67.029999,87.86,68.68,-67.029999
43337,18.280001,67.019997,88.29,69.01,-67.019997
43338,18.280001,67.010002,88.74,69.37,-67.010002
43339,18.280001,67,89.17,69.71,-67
43340,18.280001,66.989998,89.69,70.11,-66.989998
43341,18.280001,66.980003,90.33,70.62,-66.980003
43342,18.280001,66.970001,90.98,71.13,-66.970001
43343,18.280001,66.959999,91.66,71.67,-66.959999
43344,18.280001,66.949997,92.36,72.22,-66.949997
43345,18.280001,66.940002,93.06,72.77,-66.940002
43346,18.280001,66.93,93.66,73.25,-66.93
43347,18.280001,66.919998,94.26,73.72,-66.919998
43348,18.280001,66.910004,94.72,74.08,-66.910004
43349,18.280001,66.900002,95.05,74.34,-66.900002
43350,18.280001,66.889999,95.41,74.62,-66.889999
43351,18.280001,66.879997,95.91,75.02,-66.879997
43352,18.280001,66.870003,96.41,75.42,-66.870003
43353,18.280001,66.860001,97.11,75.97,-66.860001
43354,18.280001,66.849998,97.88,76.57,-66.849998
43355,18.280001,66.839996,98.53,77.09,-66.839996
43356,18.280001,66.830002,98.97,77.44,-66.830002
43357,18.280001,66.82,99.42,77.79,-66.82
43358,18.280001,66.809998,99.76,78.06,-66.809998
43359,18.280001,66.800003,100.1,78.32,-66.800003
43360,18.280001,66.790001,100.38,78.54,-66.790001
43361,18.280001,66.779999,100.61,78.72,-66.779999
43362,18.280001,66.769997,100.84,78.91,-66.769997
43363,18.280001,66.760002,101.11,79.12,-66.760002
43364,18.280001,66.75,101.37,79.33,-66.75
43365,18.280001,66.739998,101.65,79.55,-66.739998
43366,18.280001,66.730003,101.92,79.77,-66.730003
43367,18.280001,66.720001,102.21,79.99,-66.720001
43368,18.280001,66.709999,102.5,80.22,-66.709999
43369,18.280001,66.699997,102.81,80.46,-66.699997
43370,18.280001,66.690002,103.12,80.71,-66.690002
43371,18.280001,66.68,103.44,80.96,-66.68
43372,18.280001,66.669998,103.8,81.25,-66.669998
43373,18.280001,66.660004,104.31,81.65,-66.660004
43374,18.280001,66.650002,105.09,82.26,-66.650002
43375,18.280001,66.639999,105.79,82.82,-66.639999
43376,18.280001,66.629997,106.49,83.37,-66.629997
43377,18.280001,66.620003,107.03,83.8,-66.620003
43378,18.280001,66.610001,107.59,84.24,-66.610001
43379,18.280001,66.599998,107.97,84.54,-66.599998
43380,18.280001,66.589996,108.35,84.83,-66.589996
43381,18.280001,66.580002,109.1,85.43,-66.580002
43382,18.280001,66.57,109.89,86.05,-66.57
43383,18.280001,66.559998,110.63,86.64,-66.559998
43384,18.280001,66.550003,111.31,87.17,-66.550003
43385,18.280001,66.540001,111.87,87.62,-66.540001
43386,18.280001,66.529999,112.42,88.05,-66.529999
43387,18.280001,66.519997,112.76,88.32,-66.519997
43388,18.280001,66.510002,113.24,88.7,-66.510002
43389,18.280001,66.5,114.18,89.44,-66.5
43390,18.280001,66.489998,115,90.09,-66.489998
43391,18.280001,66.480003,115.78,90.7,-66.480003
43392,18.280001,66.470001,116.46,91.24,-66.470001
43393,18.280001,66.459999,117.02,91.68,-66.459999
43394,18.280001,66.449997,117.54,92.09,-66.449997
43395,18.280001,66.440002,117.82,92.32,-66.440002
43396,18.280001,66.43,118.6,92.94,-66.43
43397,18.280001,66.419998,119.58,93.71,-66.419998
43398,18.280001,66.410004,120.44,94.39,-66.410004
43399,18.280001,66.400002,121.21,94.99,-66.400002
43400,18.280001,66.389999,121.92,95.55,-66.389999
43401,18.280001,66.379997,122.42,95.95,-66.379997
43402,18.280001,66.370003,122.93,96.36,-66.370003
43403,18.280001,66.360001,123.1,96.49,-66.360001
43404,18.280001,66.349998,123.32,96.66,-66.349998
43405,18.280001,66.339996,123.3,96.65,-66.339996
43406,18.280001,66.330002,123.23,96.59,-66.330002
43407,18.280001,66.32,123.1,96.49,-66.32
43408,18.280001,66.309998,123.76,97.01,-66.309998
43409,18.280001,66.300003,124.31,97.45,-66.300003
43410,18.280001,66.290001,124.89,97.9,-66.290001
43411,18.280001,66.279999,125.2,98.15,-66.279999
43412,18.280001,66.269997,125.56,98.44,-66.269997
43413,18.280001,66.260002,125.77,98.6,-66.260002
43414,18.280001,66.25,125.89,98.7,-66.25
43415,18.280001,66.239998,126.07,98.84,-66.239998
43416,18.280001,66.230003,125.96,98.75,-66.230003
43417,18.280001,66.220001,125.93,98.73,-66.220001
43418,18.280001,66.209999,125.92,98.72,-66.209999
43419,18.280001,66.199997,126.53,99.34,-66.199997
43420,18.280001,66.190002,127.01,99.58,-66.190002
43421,18.280001,66.18,127.42,99.9,-66.18
43422,18.280001,66.169998,127.88,100.26,-66.169998
43423,18.280001,66.160004,128.28,100.58,-66.160004
43424,18.280001,66.150002,128.58,100.82,-66.150002
43425,18.280001,66.139999,128.94,101.1,-66.139999
43426,18.280001,66.129997,129.37,101.44,-66.129997
43427,18.280001,66.120003,129.61,101.63,-66.120003
43428,18.280001,66.110001,129.92,101.88,-66.110001
43429,18.280001,66.099998,130.31,102.19,-66.099998
43430,18.280001,66.089996,130.78,102.56,-66.089996
43431,18.280001,66.080002,131.08,102.8,-66.080002
43432,18.280001,66.07,131.41,103.06,-66.07
43433,18.280001,66.059998,131.84,103.4,-66.059998
43434,18.280001,66.050003,132.34,103.79,-66.050003
43435,18.280001,66.040001,132.9,104.24,-66.040001
43436,18.280001,66.029999,133.51,104.72,-66.029999
43437,18.280001,66.019997,134.14,105.21,-66.019997
43438,18.280001,66.010002,134.76,105.71,-66.010002
43439,18.280001,66,135.38,106.2,-66
43440,18.280001,65.989998,135.96,106.66,-65.989998
43441,18.280001,65.980003,136.5,107.08,-65.980003
43442,18.280001,65.970001,136.99,107.47,-65.970001
43443,18.280001,65.959999,137.41,107.8,-65.959999
43444,18.280001,65.949997,137.76,108.08,-65.949997
43445,18.280001,65.940002,138.04,108.3,-65.940002
43446,18.280001,65.93,138.24,108.46,-65.93
43447,18.280001,65.919998,138.36,108.55,-65.919998
43448,18.280001,65.910004,138.36,108.56,-65.910004
43449,18.280001,65.900002,138.06,108.31,-65.900002
43450,18.280001,65.889999,137.67,108.01,-65.889999
43451,18.280001,65.879997,137.21,107.65,-65.879997
43452,18.280001,65.870003,136.69,107.24,-65.870003
43453,18.280001,65.860001,135.96,106.66,-65.860001
43454,18.280001,65.849998,135.19,106.05,-65.849998
43455,18.280001,65.839996,134.37,105.53,-65.839996
43456,18.280001,65.830002,133.51,104.87,-65.830002
43457,18.280001,65.82,132.51,104.07,-65.82
43458,18.280001,65.809998,131.56,103.34,-65.809998
43459,18.280001,65.800003,130.61,102.64,-65.800003
43460,18.280001,65.790001,129.8,101.97,-65.790001
43461,18.280001,65.779999,129.06,101.42,-65.779999
43462,18.280001,65.769997,128.3,100.86,-65.769997
43463,18.280001,65.760002,127.49,100.26,-65.760002
43464,18.280001,65.75,126.61,99.56,-65.75
43465,18.280001,65.739998,125.49,98.58,-65.739998
43466,18.280001,65.730003,124.91,98.32,-65.730003
