censusid,tractid,poverty_rank,unemployed_rank,earnings_rank,owner_rank,house_old_rank,dvi_raw,dvi
1400000US12001002217,12001002217,0.790684077177938,0.924939231891103,0.766500926196744,0.0250438511011499,0.389051237093318,2.89621932346025,0.647336496376233
1400000US12001002218,12001002218,0.888715649970766,0.730189596499757,0.746417081017841,0.0635353732215942,0.437073835963374,2.86593153667333,0.639592558065827
1400000US12001002219,12001002219,0.737478074449425,0.682352941176471,0.651945013161743,0.105047748976808,0.237190726670563,2.41401450443501,0.524047053084036
1400000US12001002220,12001002220,0.781036834924966,0.669907632474477,0.389392609924929,0.544045994932762,0.360218195986752,2.74460126824389,0.608571007349271
1400000US12001110800,12001110800,0.612940947183785,0.00437530384054448,0.479087452471483,0.274020658740986,0.522598870056497,1.8930232322933,0.390840744544256
1400000US12003040101,12003040101,0.440752290001949,0.197666504618376,0.312664521789997,0.682907815240694,0.422852133255406,2.05684326490642,0.432726017822549
1400000US12003040102,12003040102,0.495127655427792,0.100534759358289,0.376620844301453,0.625901383745859,0.35378920709137,1.95197384992476,0.405913154737515
1400000US12003040201,12003040201,0.5191970376145,0.422557122022363,0.475187676708589,0.814656012473202,0.350574712643678,2.58217256146233,0.567041466283608
1400000US12003040202,12003040202,0.6001754044046,0.799805542051531,0.616847031295701,0.708049113233288,0.346093902201442,3.07097099318656,0.692016755106311
1400000US12005000201,12005000201,0.413077372831807,0.283033543996111,0.40898898313347,0.848470083804327,0.273816481589714,2.22738646535543,0.476330261104752
1400000US12005000202,12005000202,0.424478659130774,0.381137578998542,0.331480939845959,0.853732215942311,0.309273329436976,2.30010272335456,0.494922250677
1400000US12005000300,12005000300,0.744981485090626,0.711618862421002,0.550940820902798,0.890372247125317,0.258620689655172,3.15653410519491,0.713893410066297
1400000US12005000400,12005000400,0.313389202884428,0.294409333981527,0.331773423028176,0.881504580003898,0.261055912721605,2.08213245261963,0.439191921420892
1400000US12005000500,12005000500,0.259793412590138,0.327856101118133,0.497123915374866,0.580588579224323,0.171050068186246,1.83641207649371,0.376366484629625
1400000US12005000600,12005000600,0.262619372442019,0.0180845892075839,0.385297845373891,0.499025531085558,0.309468147282291,1.47449548539134,0.283832164617191
1400000US12005000700,12005000700,0.0690898460339115,0.530384054448226,0.394072340840402,0.00302085363476905,0.347749853886616,1.34431694884392,0.250548301274705
1400000US12005000803,12005000803,0.757552134086923,0.755080213903743,0.693770108218777,0.203664003118301,0.368984999025911,2.77905145835365,0.617379183029741
1400000US12005000804,12005000804,0.239037224712532,0.716480311132718,0.432192648922687,0.631066068992399,0.192577440093513,2.21135369385385,0.472231024857266
1400000US12005000805,12005000805,0.387059052816215,0.52036947010209,0.541581359071853,0.46043656207367,0.416812780050653,2.32625922411448,0.501609907643351
1400000US12005000806,12005000806,0.315143246930423,0.5147301895965,0.610022423710637,0.624634574157084,0.36538086888759,2.42991130328223,0.528111524036368
1400000US12005000900,12005000900,0.600272851296044,0.740495867768595,0.63264112313542,0.299259403625024,0.472141048120008,2.74481029394509,0.608624450743692
1400000US12005001000,12005001000,0.846813486649776,0.0967428293631502,0.723310909622697,0.36026115766907,0.793882719657121,2.82101110296181,0.628107365371294
1400000US12005001100,12005001100,0.7654453322939,0.51181332036947,0.848786194793799,0.257649580978367,0.582602766413404,2.96629719484894,0.665253907007007
1400000US12005001200,12005001200,0.765932566751121,0.581720952843948,0.717656234766501,0.449327616449035,0.206312098188194,2.7209494689988,0.602523748909008
1400000US12005001301,12005001301,0.411030988111479,0.125911521633447,0.307594813298235,0.57912687585266,0.308591466978375,1.7322556658742,0.349735921487284
1400000US12005001302,12005001302,0.563535373221594,0.285755955274672,0.738910012674271,0.242837653478854,0.301480615624391,2.13251961027378,0.452074838329134
1400000US12005001402,12005001402,0.0516468524654064,0.456781720952844,0.347859998050112,0.897875657766517,0.349503214494448,2.10366744372933,0.444697957363427
1400000US12005001403,12005001403,0.353732215942312,0.829168692270297,0.419518377693283,0.480218281036835,0.597214104812001,2.67985167175473,0.592015922477493
1400000US12005001404,12005001404,0.385402455661664,0.62002916869227,0.342887783952423,0.42954589748587,0.389830508474576,2.1676958142668,0.461068640208176
1400000US12005001501,12005001501,0.193529526408108,0.635488575595528,0.364824022618699,0.397875657766517,0.228716150399377,1.82043393278823,0.372281215539463
1400000US12005001502,12005001502,0.566068992399142,0.55702479338843,0.283903675538657,0.313584096667316,0.498344048314826,2.21892560630837,0.474167000679868
1400000US12005001600,12005001600,0.829760280647047,0.701409820126398,0.679438432290143,0.130968622100955,0.58961620884473,2.93119336400927,0.656278609393029
1400000US12005001700,12005001700,0.68563632820113,0.909090909090909,0.634493516622794,0.167706100175404,0.73222287161504,3.12914972570528,0.706891810810188
1400000US12005001800,12005001800,0.770317676866108,0.9770539620807,0.882519255142829,0.294776846618593,0.844535359438925,3.76920310014715,0.870539748571879
1400000US12005001900,12005001900,0.163710777626194,0.594166261545941,0.251048064736278,0.505067238355097,0.870738359633742,2.38473070189725,0.516559812040578
1400000US12005002000,12005002000,0.653283960241668,0.0902284880894507,0.633616067076143,0.0744494250633405,0.724430157802455,2.17600809827306,0.463193913177636
1400000US12005002200,12005002200,0.788053011108946,0.776470588235294,0.660232036657892,0.146267784057689,0.470095460744204,2.84111888080402,0.633248493452553
1400000US12005002300,12005002300,0.424186318456441,0.744287797763734,0.757726430730233,0.30267004482557,0.694233391778687,2.92310398355466,0.654210328087082
1400000US12005002400,12005002400,0.815922822061976,0.666601847350511,0.854245880861851,0.142272461508478,0.791057860900058,3.27010087268287,0.742929999888
1400000US12005002500,12005002500,0.344864548820893,0.317744287797764,0.310812128302623,0.701325277723641,0.557081628677187,2.23182787132211,0.477465833474546
1400000US12005002601,12005002601,0.344474761255116,0.354010695187166,0.606610119918105,0.303936854414344,0.252289109682447,1.86132154045718,0.382735300998925
1400000US12005002603,12005002603,0.620639251607874,0.279436071949441,0.378765720971044,0.181251218086143,0.187804402883304,1.64789666549781,0.328167132079257
1400000US12005002604,12005002604,0.509452348470084,0.638891589693729,0.826264989763089,0.531962580393686,0.160042859925969,2.66661436824656,0.588631427516387
1400000US12005002605,12005002605,0.518417462482947,0.181623723869713,0.524227356926977,0.299064509842136,0.204850964348334,1.72818401747011,0.348694888205957
1400000US12005002606,12005002606,0.523289807055155,0.326008750607681,0.466705664424296,0.227635938413565,0.174849016169881,1.71848917667058,0.346216125079125
1400000US12005002607,12005002607,0.602221789124927,0.185804569761789,0.754119138149556,0.302182810368349,0.213520358464835,2.05784866586946,0.432983077312889
1400000US12005002608,12005002608,0.00136425648021828,0.157608167233836,0.269864482792239,0.727830832196453,0.130820183128775,1.28748792183152,0.236018336357806
1400000US12005002701,12005002701,0.356850516468525,0.0547399124939232,0.375353417178512,0.440947183784837,0.331872199493474,1.55976322941927,0.305633300311428
1400000US12005002702,12005002702,0.184564412395245,0.200486144871172,0.305839914204933,0.606801793022803,0.254626923826222,1.55231918832037,0.303730018455427
1400000US12005002703,12005002703,0.194211654648217,0.0401555663587749,0.421370771180657,0.48197232508283,0.138515488018703,1.27622580528918,0.233138854394926
1400000US12005002704,12005002704,0.381699473786786,0.544676713660671,0.400214487666959,0.264958097836679,0.155075004870446,1.74662377782154,0.353409539944124
1400000US12005002705,12005002705,0.35626583511986,0.134370442391833,0.483279711416594,0.163418436951861,0.101402688486265,1.23873711436641,0.223553799141923
1400000US12007000100,12007000100,0.816312609627753,0.31968886728245,0.326313736960125,0.303644513740012,0.498733684005455,2.26469341161579,0.485868848140589
1400000US12007000200,12007000200,0.653478854024557,0.109674282936315,0.561275226674466,0.475151042681739,0.452561854665887,2.25214126098296,0.482659532093583
1400000US12007000300,12007000300,0.536737478074449,0.723772484200292,0.291898215852588,0.801013447671019,0.476329631794272,2.82975125759262,0.63034203569437
1400000US12007000400,12007000400,0.682225687000585,0.648031113271755,0.704007019596373,0.827811342818164,0.549094097019287,3.41116925970616,0.77899816473419
1400000US12009060101,12009060101,0.345351783278113,0.859795819154108,0.368333820805304,0.892223738062756,0.363140463666472,2.82884562496675,0.630110484830784
1400000US12009060102,12009060102,0.322646657571624,0.767914438502674,0.407624061616457,0.980413174819723,0.424800311708553,2.90339864421903,0.649172094911633
1400000US12009060200,12009060200,0.420580783473007,0.537773456490034,0.302135127230184,0.835704541025141,0.402493668420027,2.49868757663839,0.545696143930739
1400000US12009060300,12009060300,0.479243812122393,0.697520661157025,0.656234766500926,0.790586630286494,0.54100915643873,3.16459502650557,0.715954414978736
1400000US12009060400,12009060400,0.662054180471643,0.4917841516772,0.608852490981769,0.556129409471838,0.687901811805961,3.00672204440841,0.675589675130255
1400000US12009060500,12009060500,0.551062171116741,0.612056392805056,0.472165350492347,0.821184954199961,0.654880187025132,3.11134905563924,0.702340560768542
1400000US12009060600,12009060600,0.690995907230559,0.772484200291687,0.573462025933509,0.46511401286299,0.627897915449055,3.1299540617678,0.70709746231232
1400000US12009060700,12009060700,0.911323328785812,0.771998055420515,0.899580774105489,0.0420970571038784,0.649912331969608,3.2749115473853,0.744159986363709
1400000US12009061001,12009061001,0.257552134086923,0.484491978609626,0.363751584283904,0.47729487429351,0.354568478472628,1.93765904974659,0.402253166958104
1400000US12009061002,12009061002,0.716039758331709,0.916869227029655,0.704884469143024,0.594523484700838,0.921780635106176,3.8540975743114,0.892245447157496
1400000US12009061100,12009061100,0.34691093354122,0.710646572678658,0.168957784927367,0.670824400701618,0.511007208260277,2.40834690010914,0.522597968059234
1400000US12009061201,12009061201,0.168290781524069,0.405444822557122,0.264989763088622,0.567335801987917,0.300506526397818,1.70656769555555,0.343168057718741
1400000US12009061202,12009061202,0.0933541220035081,0.656003889158969,0.098956809983426,0.679594620931592,0.221897525813365,1.74980696789086,0.354223413460222
1400000US12009062103,12009062103,0.259695965698694,0.543121050072922,0.380423125670274,0.947281231728708,0.233781414377557,2.36430278754815,0.511336831911902
1400000US12009062104,12009062104,0.128727343597739,0.733592610597958,0.373988495661499,0.893198206977198,0.100720826027664,2.23022748286206,0.477056648425982
1400000US12009062106,12009062106,0.461995712336776,0.80719494409334,0.647265282246271,0.588189436756967,0.481200077927138,2.98584545336049,0.670251977980443
1400000US12009062107,12009062107,0.714285714285714,0.75274671852212,0.622014234181535,0.781036834924966,0.621079290863043,3.49116279277738,0.799450797661547
1400000US12009062108,12009062108,0.123562658351199,0.48390860476422,0.227064443794482,0.885792243227441,0.0727644652250146,1.79309241536236,0.365290575194943
1400000US12009062109,12009062109,0.335996881699474,0.491978609625669,0.589256117773228,0.938998245955954,0.142119618157023,2.49834947321135,0.545609698126692
1400000US12009062301,12009062301,0.832878581173261,0.910646572678658,0.816905527932144,0.133794581952836,0.909896746541983,3.60412201027888,0.828332049965568
1400000US12009062302,12009062302,0.853050087702202,0.76421973748177,0.82548503461051,0.112161372052232,0.640658484317163,3.19557471616388,0.723875258032645
1400000US12009062400,12009062400,0.785032157474177,0.765289256198347,0.714243930973969,0.305885792243227,0.571692967075784,3.1421441039655,0.710214194988906
1400000US12009062500,12009062500,0.648119274995128,0.114632960622265,0.748366968899288,0.506431494835315,0.554743814533411,2.57229451388541,0.564515861108125
1400000US12009062600,12009062600,0.956051451958682,0.737773456490034,0.960709759188847,0.08614305203664,0.83635300993571,3.57703072960991,0.821405389799662
1400000US12009062800,12009062800,0.474566361333073,0.629460379193,0.255045334893244,0.698791658546092,0.652055328268069,2.70991906223348,0.599703510172838
1400000US12009062900,12009062900,0.506041707269538,0.888964511424405,0.655064833772058,0.693432079516663,0.616306253652835,3.3598093856355,0.765866545074043
1400000US12009063000,12009063000,0.224322744104463,0.640544482255712,0.302037632836112,0.660007795751316,0.443697642704072,2.27061029765167,0.487381669158972
1400000US12009063102,12009063102,0.119567335801988,0.331550802139037,0.194403821780248,0.654160982264666,0.0394506136762127,1.33913355566215,0.24922301866754
1400000US12009063104,12009063104,0.190703566556227,0.309285367039378,0.338793019401384,0.720912102903917,0.146113383985973,1.70580743988688,0.342973676629105
1400000US12009063105,12009063105,0.340674332488794,0.466407389402042,0.529882031783173,0.5500877022023,0.313754139879213,2.20080559575552,0.469534102116089
1400000US12009063106,12009063106,0.10650945234847,0.303354399611084,0.235546456078776,0.842915610992009,0.00204558737580362,1.49037150640614,0.287891323122837
1400000US12009063107,12009063107,0.250146170337166,0.26592124453087,0.341132884859121,0.705320600272851,0.0630235729592831,1.62554447295929,0.322452155236006
1400000US12009064102,12009064102,0.0267004482557006,0.420709771511911,0.135127230184264,0.739427012278308,0.0181180596142607,1.34008252184444,0.249465648993289
1400000US12009064123,12009064123,0.219158058857922,0.717452600875061,0.443404504241006,0.260378093938803,0.13861289694136,1.77900615485415,0.361689020113773
1400000US12009064124,12009064124,0.197135061391542,0.572581429265921,0.442819537876572,0.603196258039369,0.571985193843756,2.38771748041716,0.517323467330671
1400000US12009064125,12009064125,0.226661469499123,0.582304326689353,0.191673978746222,0.960728902748002,0.301383206701734,2.26275188438444,0.485372441215468
1400000US12009064126,12009064126,0.24858702007406,0.0762275157997083,0.330018523934874,0.621223932956539,0.240697447886226,1.51675444065141,0.294636874281136
1400000US12009064127,12009064127,0.0885792243227441,0.0749635391346621,0.229989275616652,0.910056519197038,0.165010714981492,1.46859927325259,0.282324629471463
1400000US12009064128,12009064128,0.165075034106412,0.8688381137579,0.222384712879009,0.861040732800624,0.0811416325735437,2.19848022611749,0.46893955490957
1400000US12009064201,12009064201,0.612843500292341,0.166067087992222,0.472165350492347,0.438608458390177,0.877751802065069,2.56743619923216,0.56327369411745
1400000US12009064202,12009064202,0.634086922627168,0.678755469129801,0.501998635078483,0.168972909764179,0.717124488603156,2.70093842520279,0.597407353651297
1400000US12009064301,12009064301,0.381504580003898,0.0810889645114244,0.705664424295603,0.185928668875463,0.399571400740308,1.7537580384267,0.355233617563441
1400000US12009064302,12009064302,0.710582732410836,0.298492950899368,0.575801891391245,0.40801013447671,0.706019871420222,2.69890758059838,0.596888110187086
1400000US12009064400,12009064400,0.329857727538492,0.300437530384054,0.632153651165058,0.857824985382966,0.92343658679135,3.04371048126192,0.685046826133301
1400000US12009064500,12009064500,0.776359384135646,0.502284880894507,0.703227064443794,0.331416877801598,0.918566140658484,3.23185434793403,0.733151182758636
1400000US12009064601,12009064601,0.22870785421945,0.353038405444823,0.382080530369504,0.518807250048723,0.44593804792519,1.92857208800769,0.399929825486172
1400000US12009064602,12009064602,0.427791853439875,0.0951871657754011,0.469727990640538,0.499122977977003,0.285408143385934,1.77723813121875,0.361236974341653
1400000US12009064700,12009064700,0.77129214578055,0.921147301895965,0.858340645412889,0.319625803936854,0.780732515098383,3.65113841212464,0.84035313681593
1400000US12009064800,12009064800,0.602611576690704,0.248906174039864,0.675343667739105,0.112453712726564,0.782388466783557,2.42170359797979,0.526012989601374
1400000US12009064901,12009064901,0.570843890079907,0.180068060281964,0.53144194208833,0.477684661859287,0.408533021624781,2.16857157593427,0.46129255370754
1400000US12009064902,12009064902,0.878873513934905,0.834321827904716,0.921906990348055,0.059832391346716,0.5725696473797,3.26750437091409,0.742266130003358
1400000US12009065001,12009065001,0.220912102903917,0.457851239669422,0.251730525494784,0.841843695186124,0.481394895772453,2.2537324590267,0.483066367349556
1400000US12009065021,12009065021,0.243227441044631,0.158969372873116,0.320951545286146,0.67462482946794,0.148451198129749,1.54622438680158,0.302171708259052
1400000US12009065022,12009065022,0.496199571233678,0.829557608167234,0.318124207858048,0.747320210485286,0.278979154490551,2.6701807522348,0.589543275509456
1400000US12009065121,12009065121,0.588091989865523,0.529995138551288,0.751389295115531,0.301598129019684,0.373173582700175,2.5442481352522,0.557345002851171
1400000US12009065122,12009065122,0.808711752095108,0.762080700048615,0.837281856293263,0.134963944650166,0.260666277030976,2.80370453011813,0.623682445405734
1400000US12009065123,12009065123,0.774215552523875,0.542245989304813,0.843034025543531,0.521048528551939,0.601207870640951,3.28175196656511,0.745908935024712
1400000US12009065124,12009065124,0.881991814461119,0.961011181332037,0.988690650287609,0.20717209121029,0.656925774400935,3.69579151169199,0.851769977896155
1400000US12009065125,12009065125,0.377119469888911,0.663393291200778,0.510090669786487,0.239719352952641,0.108318721994935,1.89864150582375,0.392277216741348
1400000US12009065201,12009065201,0.647047359189242,0.520661157024794,0.842644047967242,0.272169167803547,0.745373076173778,3.0278948081586,0.681003097295955
1400000US12009065202,12009065202,0.287955564217501,0.715799708313077,0.291410743882227,0.70668485675307,0.384862653419053,2.38671352658493,0.51706677784068
1400000US12009065231,12009065231,0.203469109335412,0.302965483714147,0.396022228721849,0.96745273825765,0.263588544710696,2.13349810473975,0.452325018404518
1400000US12009065234,12009065234,0.487234457220815,0.522897423432183,0.627376425855513,0.959656986942116,0.360900058445354,2.95806535189598,0.66314920109181
1400000US12009065235,12009065235,0.578249853829663,0.716188624210015,0.96295213025251,0.822061976222959,0.30187025131502,3.38132283583017,0.771367073466017
1400000US12009065236,12009065236,0.217891249269148,0.466115702479339,0.396022228721849,0.991522120444358,0.252386518605104,2.3239378195198,0.501016374213484
1400000US12009066101,12009066101,0.0710387838627948,0.0464754496840058,0.138734522764941,0.896706295069187,0.64406779661017,1.7970228479911,0.366295502627387
1400000US12009066103,12009066103,0.365230949132723,0.121341759844434,0.50521595008287,0.752192555057494,0.119228521332554,1.86320973545007,0.38321807201306
1400000US12009066104,12009066104,0.11586435392711,0.667768595041322,0.247148288973384,0.830832196452933,0.194817845314631,2.05643127970938,0.432620682032478
1400000US12009066200,12009066200,0.212629117131164,0.350024307243559,0.0943745734620259,0.833755603196258,0.758036236119229,2.24881983715223,0.48181031516569
1400000US12009066301,12009066301,0.244104463067628,0.464171122994652,0.296382957979916,0.542097057103878,0.399961036430937,1.94671663757701,0.404568998150832
1400000US12009066302,12009066302,0.181056324303255,0.136509479824988,0.117383250463098,0.840089651140129,0.668322618351841,1.94336132408331,0.403711116362041
1400000US12009066400,12009066400,0.489670629506919,0.651725814292659,0.337428097884372,0.653868641590333,0.582992402104033,2.71568558537832,0.601177886620788
1400000US12009066500,12009066500,0.338530500877022,0.704035002430724,0.435019986350785,0.557688559734944,0.482856029612313,2.51813007900579,0.550667175323433
1400000US12009066600,12009066600,0.122490742545313,0.26951871657754,0.135907185336843,0.910836094328591,0.740015585427625,2.17876832421591,0.463899643826581
1400000US12009066700,12009066700,0.079516663418437,0.448420029168692,0.220142341815346,0.541512375755213,0.808396649133061,2.09798805929075,0.443245860416138
1400000US12009066800,12009066800,0.238160202689534,0.171998055420515,0.108316271814371,0.172091210290392,0.41291642314436,1.10348216335917,0.188972005359968
1400000US12009066900,12009066900,0.117326057298772,0.558580456976179,0.294140586916252,0.821574741765738,0.818234950321449,2.60985679327839,0.574119731356681
1400000US12009067100,12009067100,0.370687975053596,0.608847836655323,0.648825192551428,0.00302085363476905,0.157218001168907,1.78859985906402,0.364141924780997
1400000US12009068101,12009068101,0.534983434028455,0.385901798736023,0.484937116115823,0.218183589943481,0.764465225014611,2.38847116383839,0.517516168037417
1400000US12009068102,12009068102,0.148606509452348,0.174039863879436,0.223554645607878,0.68164100565192,0.646795246444574,1.87463727103616,0.386139848082112
1400000US12009068200,12009068200,0.215649970765933,0.210014584346135,0.325241298625329,0.588579224322744,0.668420027274498,2.00790510533464,0.420213578686112
1400000US12009068300,12009068300,0.154745663613331,0.0937287311618862,0.508043287510968,0.490937439095693,0.488895382817066,1.73635050419894,0.350782883934591
1400000US12009068400,12009068400,0.311732605729877,0.828488089450656,0.522959929804036,0.490547651529916,0.687122540424703,2.84085081693919,0.633179955264301
1400000US12009068501,12009068501,0.246540635353732,0.0549343704423918,0.469533001852394,0.330734749561489,0.434443795051627,1.53618655226163,0.299605248979795
1400000US12009068502,12009068502,0.483726369128825,0.246864365580943,0.657697182412011,0.143052036640031,0.763880771478667,2.29522072524048,0.493674028332694
1400000US12009068601,12009068601,0.39349054765153,0.365678172095284,0.388417665984206,0.535957902942896,0.429573348918761,2.11311763759268,0.447114169509069
1400000US12009068602,12009068602,0.727830832196453,0.226835196888673,0.265769718241201,0.389397778210875,0.333333333333333,1.94316685887054,0.403661395772622
1400000US12009069100,12009069100,0.11703371662444,0.624890617403986,0.220532319391635,0.976417852270513,0.681375413987921,2.6202499196785,0.57677703115415
1400000US12009069200,12009069200,0.351490937439096,0.493923189110355,0.576484352149751,0.524556616643929,0.877556984219755,2.82401207956289,0.628874650806613
1400000US12009069300,12009069300,0.455076983044241,0.245114244044725,0.423710636638393,0.837263691288248,0.598675238651861,2.55984079366747,0.561331711609806
