censusid,tractid,poverty_rank,unemployed_rank,owner_rank,house_old_rank,dvi_raw,dvi
1400000US12031001600,12031001600,0.985382966,0.913952358,0.04044046,0.487044613,2.426820397,0.682803086
1400000US12031002101,12031002101,0.485772754,0.004375304,0.228902748,0.987921294,1.706972099,0.479362809
1400000US12031002102,12031002102,0.179692068,0.052406417,0.202884428,0.997369959,1.432352872,0.401751162
1400000US12031002200,12031002200,0.317287079,0.488283909,0.368446697,0.897915449,2.071933133,0.582506449
1400000US12031002300,12031002300,0.277236406,0.07865824,0.665172481,0.854568478,1.875635606,0.527029728
1400000US12031002400,12031002400,0.116059248,0.058434614,0.844084974,0.899863628,1.918442462,0.539127608
1400000US12031002501,12031002501,0.820892614,0.742440447,0.114207757,0.957724528,2.635265345,0.741712857
1400000US12031002502,12031002502,0.590430715,0.494506563,0.469109335,0.981394896,2.535441509,0.713501095
1400000US12031002600,12031002600,0.942896122,0.940787555,0.171896317,0.882037795,2.937617787,0.82716234
1400000US12031002701,12031002701,0.764860651,0.861059796,0.312804522,0.857003702,2.79572867,0.787062278
1400000US12031002702,12031002702,0.885402456,0.965386485,0.141590333,0.938729788,2.931109062,0.825322873
1400000US12031002801,12031002801,0.792340674,0.913563442,0.255505749,0.920806546,2.882216411,0.811505053
1400000US12031002802,12031002802,0.839017735,0.722994652,0.321184954,0.916228327,2.799425668,0.788107107
1400000US12031002901,12031002901,0.919508868,0.605930967,0.185733775,0.892557958,2.603731568,0.732800923
1400000US12031002902,12031002902,0.904794387,0.740398639,0.121029039,0.965419832,2.731641897,0.768950363
1400000US12031010101,12031010101,0.141590333,0.104326689,0.799746638,0.218975258,1.264638919,0.354352601
1400000US12031010102,12031010102,0.362599883,0.416723384,0.851978172,0.199201247,1.830502685,0.514274465
1400000US12031010103,12031010103,0.127070746,0.247058824,0.672578445,0.243424898,1.290132912,0.361557599
1400000US12031010201,12031010201,0.43071526,0.704910063,0.468816995,0.321059809,1.925502127,0.541122779
1400000US12031010202,12031010202,0.187195478,0.110841031,0.742545313,0.679524644,1.720106466,0.483074784
1400000US12031010301,12031010301,0.197914637,0.408653379,0.45234847,0.245373076,1.304289561,0.365558487
1400000US12031010303,12031010303,0.581368154,0.614292659,0.401286299,0.218683031,1.815630144,0.510071255
1400000US12031010304,12031010304,0.58526603,0.552163345,0.310758137,0.418273914,1.866461425,0.524436962
1400000US12031010401,12031010401,0.749074255,0.962469616,0.335704541,0.641827391,2.689075803,0.756920526
1400000US12031010402,12031010402,0.782206198,0.801069519,0.081660495,0.738359634,2.403295845,0.676154683
1400000US12031010500,12031010500,0.396413954,0.55264949,0.714480608,0.35534775,2.018891802,0.567516147
1400000US12031010600,12031010600,0.440654843,0.322411279,0.867569675,0.360510423,1.991146219,0.559674816
1400000US12031010700,12031010700,0.690801013,0.976762275,0.643636718,0.85076953,3.161969537,0.890567619
1400000US12031010800,12031010800,0.7774313,0.75644142,0.400896511,0.958308981,2.893078212,0.814574766
1400000US12031010900,12031010900,0.409666732,0.847156053,0.651335022,0.7893045,2.697462307,0.759290681
1400000US12031011000,12031011000,0.732313389,0.983762761,0.205807835,0.855055523,2.776939508,0.781752169
1400000US12031011100,12031011100,0.81943091,0.839961108,0.442116546,0.922657315,3.02416588,0.851622171
1400000US12031011200,12031011200,0.511303839,0.852795333,0.584194114,0.960062342,2.908355628,0.8188924
1400000US12031011300,12031011300,0.851978172,0.900243072,0.23543169,0.95928307,2.946936004,0.829795812
1400000US12031011400,12031011400,0.645877996,0.401361206,0.609043072,0.977108903,2.633391177,0.741183188
1400000US12031011500,12031011500,0.878970961,0.894701021,0.175112064,0.676992012,2.625776058,0.739031037
1400000US12031011600,12031011600,0.841941142,0.915508021,0.254726174,0.976329632,2.988504969,0.841543845
1400000US12031011700,12031011700,0.576398363,0.627710258,0.601442214,0.570329242,2.375880077,0.668406563
1400000US12031011800,12031011800,0.896998636,0.986485173,0.252582343,0.926943308,3.063009459,0.862599968
1400000US12031011901,12031011901,0.642272462,0.859601361,0.690508673,0.468439509,2.660822005,0.748935565
1400000US12031011902,12031011902,0.538686416,0.690422946,0.570454103,0.318040132,2.117603597,0.595413629
1400000US12031011903,12031011903,0.236893393,0.273796791,0.804618983,0.478082992,1.79339216,0.503786456
1400000US12031012000,12031012000,0.374975638,0.659601361,0.329175599,0.749269433,2.113022032,0.594118808
1400000US12031012100,12031012100,0.795458975,0.727467185,0.234262327,0.822131307,2.579319794,0.725901778
1400000US12031012200,12031012200,0.863379458,0.875255226,0.158643539,0.789012274,2.686290497,0.756133355
1400000US12031012300,12031012300,0.808029624,0.963441906,0.194796336,0.916617962,2.882885828,0.81169424
1400000US12031012400,12031012400,0.524848957,0.970247934,0.60095498,0.981297487,3.077349358,0.866652645
1400000US12031012500,12031012500,0.789124927,0.282061254,0.285714286,0.943308007,2.300208474,0.647020596
1400000US12031012601,12031012601,0.795848762,0.936023335,0.070356656,0.86343269,2.665661443,0.750303265
1400000US12031012602,12031012602,0.754336387,0.976665046,0.177353342,0.743424898,2.651779673,0.746380062
1400000US12031012702,12031012702,0.483628922,0.96110841,0.375267979,0.29836353,2.118368842,0.595629899
1400000US12031012703,12031012703,0.515883843,0.640641711,0.585948158,0.57052406,2.312997773,0.65063505
1400000US12031012704,12031012704,0.403527577,0.779193,0.386376925,0.217416715,1.786514217,0.501842643
1400000US12031012800,12031012800,0.574644319,0.953719008,0.417267589,0.626923826,2.572554742,0.723989869
1400000US12031012900,12031012900,0.542389398,0.715313563,0.583219645,0.97740113,2.818323736,0.793447993
1400000US12031013000,12031013000,0.270804911,0.111424404,0.985870201,0.913403468,2.281502984,0.641734135
1400000US12031013100,12031013100,0.265542779,0.190471561,0.425355681,0.881258523,1.762628544,0.495092182
1400000US12031013200,12031013200,0.647924381,0.190860476,0.030208536,0.373368401,1.242361795,0.348056741
1400000US12031013300,12031013300,0.409374391,0.920855615,0.42194504,0.311416326,2.063591372,0.580148938
1400000US12031013402,12031013402,0.813681544,0.920758386,0.222666147,0.512857978,2.469964054,0.694996152
1400000US12031013403,12031013403,0.587507309,0.92231405,0.090528162,0.910968245,2.511317765,0.706683351
1400000US12031013404,12031013404,0.674819723,0.950024307,0.140713311,0.74410676,2.509664102,0.706216
1400000US12031013502,12031013502,0.535373222,0.829071463,0.546871955,0.172121566,2.083438206,0.585757961
1400000US12031013503,12031013503,0.452640811,0.887117161,0.324985383,0.425969219,2.090712573,0.58781381
1400000US12031013504,12031013504,0.620444358,0.837433155,0.314656012,0.620300019,2.392833545,0.673197875
1400000US12031013521,12031013521,0.696842721,0.895673311,0.181446112,0.27664134,2.050603484,0.57647836
1400000US12031013522,12031013522,0.487526798,0.820709772,0.285909179,0.226767972,1.820913721,0.511564476
1400000US12031013721,12031013721,0.530013643,0.363247448,0.399142467,0.075784142,1.368187699,0.38361709
1400000US12031013723,12031013723,0.484700838,0.776567817,0.556226856,0.113481395,1.930976907,0.542670036
1400000US12031013726,12031013726,0.258721497,0.813806514,0.722081466,0.134229495,1.928838972,0.542065823
1400000US12031013727,12031013727,0.28025726,0.725425377,0.717209121,0.099259692,1.82215145,0.511914277
1400000US12031013800,12031013800,0.263983629,0.593582888,0.02757747,0.741087084,1.62623107,0.456544143
1400000US12031013901,12031013901,0.526700448,0.418765192,0.166829078,0.261348139,1.373642858,0.385158803
1400000US12031013902,12031013902,0.546482167,0.323772484,0.327713896,0.577050458,1.775019005,0.498593918
1400000US12031013904,12031013904,0.557591113,0.606514341,0.092087312,0.43308007,1.689272837,0.474360723
1400000US12031013905,12031013905,0.278795556,0.03412737,0.825277724,0.619423339,1.757623989,0.493677817
1400000US12031013906,12031013906,0.137887351,0.330092368,0.446209316,0.341710501,1.255899536,0.351882716
1400000US12031014001,12031014001,0.598616254,0.749538162,0.372636913,0.729787649,2.450578978,0.689517629
1400000US12031014002,12031014002,0.114987332,0.274477394,0.813194309,0.401909215,1.60456825,0.450421895
1400000US12031014101,12031014101,0.233385305,0.26922703,0.76456831,0.73329437,2.000475015,0.562311278
1400000US12031014102,12031014102,0.158448645,0.017890131,0.225687001,0.680888369,1.082914147,0.302994366
1400000US12031014202,12031014202,0.530111089,0.284686437,0.205515494,0.605591272,1.625904292,0.456451791
1400000US12031014203,12031014203,0.074254531,0.515119105,0.740011694,0.326125073,1.655510403,0.464818936
1400000US12031014204,12031014204,0.077665172,0.052989791,0.769830442,0.342100136,1.242585542,0.348119975
1400000US12031014311,12031014311,0.621126486,0.780651434,0.169849932,0.556399766,2.128027618,0.598359619
1400000US12031014312,12031014312,0.544630676,0.196305299,0.199181446,0.370153906,1.310271327,0.367249027
1400000US12031014326,12031014326,0.191872929,0.446572679,0.774897681,0.135398402,1.548741691,0.434644445
1400000US12031014328,12031014328,0.196355486,0.252795333,0.728025726,0.123319696,1.300496241,0.364486436
1400000US12031014329,12031014329,0.001364256,0.393485659,0.787370883,0.06506916,1.247289958,0.349449516
1400000US12031014330,12031014330,0.17774313,0.229168692,0.940947184,0.232612507,1.580471513,0.443611784
1400000US12031014331,12031014331,0.377996492,0.209139524,0.701617618,0.16091954,1.449673174,0.406646147
1400000US12031014332,12031014332,0.171116741,0.329995139,0.21097252,0.137833626,0.849918025,0.237146054
1400000US12031014333,12031014333,0.05330345,0.50996597,0.501169363,0.184297682,1.248736464,0.349858321
1400000US12031014334,12031014334,0.288930033,0.436460865,0.659812902,0.049775959,1.43497976,0.402493561
1400000US12031014335,12031014335,0.037127266,0.718619349,0.787955564,0.031560491,1.575262669,0.442139684
1400000US12031014336,12031014336,0.292535568,0.752843947,0.662541415,0.026495227,1.734416158,0.487118924
1400000US12031014337,12031014337,0.243422335,0.557608167,0.534203859,0.148061562,1.483295923,0.416148457
1400000US12031014338,12031014338,0.337556032,0.470199319,0.439875268,0.429768167,1.677398786,0.471004932
1400000US12031014401,12031014401,0.535568115,0.86825474,0.132040538,0.21790376,1.753767153,0.492587816
1400000US12031014404,12031014404,0.285324498,0.578317939,0.17774313,0.132378726,1.173764293,0.328670024
1400000US12031014406,12031014406,0.094815825,0.234030141,0.266809589,0.121566335,0.717221891,0.199644071
1400000US12031014408,12031014408,0.093841356,0.257267866,0.34827519,0.444963959,1.144348371,0.320356629
1400000US12031014409,12031014409,0.098713701,0.101604278,0.658546092,0.061952075,0.920816146,0.257182961
1400000US12031014410,12031014410,0.078347301,0.213514827,0.285519392,0.114455484,0.691837004,0.192469909
1400000US12031014411,12031014411,0.193821867,0.307632474,0.138082245,0.076660822,0.716197409,0.199354536
1400000US12031014412,12031014412,0.098031573,0.133787069,0.555252387,0.007110851,0.79418188,0.221394156
1400000US12031014413,12031014413,0.097446891,0.123091881,0.478074449,0.1419248,0.840538023,0.23449512
1400000US12031014500,12031014500,0.413564607,0.728439475,0.421457805,0.677673875,2.241135763,0.630325733
1400000US12031014601,12031014601,0.040732801,0.284589208,0.928863769,0.396843951,1.651029728,0.463552628
1400000US12031014603,12031014603,0.132527772,0.556538649,0.361333073,0.356614066,1.40701356,0.39458988
1400000US12031014604,12031014604,0.252387449,0.76490034,0.059150263,0.350185077,1.426623129,0.400131848
1400000US12031014701,12031014701,0.354414344,0.484103063,0.232118495,0.471848821,1.542484724,0.432876129
1400000US12031014702,12031014702,0.441044631,0.2275158,0.5579809,0.857977791,2.084519122,0.586063444
1400000US12031014800,12031014800,0.721789125,0.887311619,0.07932177,0.732904734,2.421327247,0.681250637
1400000US12031014901,12031014901,0.45361528,0.885464268,0.395634379,0.835768556,2.570482484,0.723404217
1400000US12031014902,12031014902,0.308321965,0.695284395,0.388325862,0.312293006,1.704225228,0.4785865
1400000US12031015001,12031015001,0.626778406,0.421487603,0.504580004,0.827586207,2.38043222,0.669693069
1400000US12031015002,12031015002,0.495712337,0.828099174,0.448742935,0.932105981,2.704660426,0.761324982
1400000US12031015100,12031015100,0.385987137,0.724355858,0.323718573,0.964056108,2.398117676,0.674691253
1400000US12031015200,12031015200,0.542876632,0.766067088,0.133892029,0.97019287,2.413028619,0.678905316
1400000US12031015300,12031015300,0.667121419,0.870296548,0.155038004,0.848334307,2.540790279,0.71501274
1400000US12031015400,12031015400,0.711557201,0.157510938,0.360456051,0.941846873,2.171371064,0.610609148
1400000US12031015501,12031015501,0.748392126,0.906368498,0.196842721,0.852230664,2.703834009,0.761091423
1400000US12031015502,12031015502,0.837653479,0.937384541,0.068115377,0.75131502,2.594468417,0.730183013
1400000US12031015600,12031015600,0.383648412,0.734175984,0.353342428,0.853886616,2.32505344,0.654042168
1400000US12031015700,12031015700,0.716429546,0.267087992,0.128435003,0.725209429,1.83716197,0.516156482
1400000US12031015801,12031015801,0.422139934,0.840544482,0.467160398,0.814338593,2.544183407,0.71597169
1400000US12031015802,12031015802,0.711946989,0.871852212,0.107386474,0.418468732,2.109654407,0.593167065
1400000US12031015922,12031015922,0.523679595,0.193777346,0.051257065,0.295830898,1.064544903,0.297802933
1400000US12031015923,12031015923,0.56051452,0.578026252,0.173552914,0.196084161,1.508177846,0.423180474
1400000US12031015924,12031015924,0.494153187,0.17160914,0.286396414,0.537697253,1.489855993,0.418002434
1400000US12031015925,12031015925,0.516663418,0.352746719,0.023094913,0.500389636,1.392894686,0.390599667
1400000US12031015926,12031015926,0.261352563,0.49577054,0.049308127,0.248392753,1.054823982,0.295055651
1400000US12031016000,12031016000,0.740596375,0.750510452,0.206977197,0.833235924,2.531319949,0.712336278
1400000US12031016100,12031016100,0.655232898,0.868935343,0.27587215,0.881842977,2.681883367,0.754887832
1400000US12031016200,12031016200,0.733482752,0.580262518,0.237672968,0.875608806,2.427027044,0.682861488
1400000US12031016300,12031016300,0.790001949,0.537870685,0.32099006,0.84628872,2.495151415,0.70211449
1400000US12031016400,12031016400,0.349152212,0.358094312,0.427402066,0.888271966,2.022920556,0.568654736
1400000US12031016500,12031016500,0.147437147,0.088283909,0.621516274,0.786187415,1.643424744,0.461403342
1400000US12031016601,12031016601,0.435490158,0.664851726,0.082732411,0.599941555,1.783015849,0.50085395
1400000US12031016603,12031016603,0.265445332,0.784346135,0.717696355,0.625170466,2.392658289,0.673148345
1400000US12031016604,12031016604,0.536347691,0.422848809,0.53167024,0.763491136,2.254357875,0.634062506
1400000US12031016711,12031016711,0.102903917,0.273505105,0.912200351,0.734073641,2.022683014,0.568587603
1400000US12031016722,12031016722,0.338433054,0.396694215,0.363087118,0.15458796,1.252802347,0.351007403
1400000US12031016724,12031016724,0.409179497,0.857948469,0.100370298,0.417202416,1.78470068,0.501330109
1400000US12031016725,12031016725,0.581660495,0.388915897,0.173065679,0.197058251,1.340700322,0.375848732
1400000US12031016726,12031016726,0.140420971,0.382401556,0.384622881,0.426164037,1.333609443,0.37384474
1400000US12031016727,12031016727,0.094620932,0.069421488,0.185538881,0.497467368,0.847048669,0.236335129
1400000US12031016728,12031016728,0.105827324,0.423237725,0.843207952,0.165984804,1.538257805,0.431681536
1400000US12031016729,12031016729,0.48684467,0.846086534,0.472617424,0.170563024,1.976111651,0.555425814
1400000US12031016801,12031016801,0.099883064,0.660281964,0.919216527,0.460744204,2.140125759,0.601778741
1400000US12031016803,12031016803,0.042779185,0.452406417,0.909764179,0.253263199,1.65821298,0.465582726
1400000US12031016804,12031016804,0.107581368,0.248711716,0.99717404,0.22783947,1.581306594,0.443847791
1400000US12031016805,12031016805,0.072208147,0.351774429,0.788150458,0.025423729,1.237556762,0.346698764
1400000US12031016806,12031016806,0.140226077,0.515702479,0.441726759,0.161211767,1.258867082,0.352721391
1400000US12031016807,12031016807,0.453420386,0.101215362,0.520756188,0.441457237,1.516849173,0.425631125
1400000US12031016808,12031016808,0.372247125,0.563150219,0.201422725,0.392655367,1.529475436,0.429199503
1400000US12031017100,12031017100,0.569187293,0.119299951,0.075618788,0.813851549,1.577957581,0.442901308
1400000US12031017200,12031017200,0.814656012,0.325328148,0.035178328,0.84356127,2.018723758,0.567468656
1400000US12031017300,12031017300,0.396706295,0.772192513,0.503702982,0.355445159,2.028046949,0.570103534
1400000US12031017400,12031017400,0.898265445,0.895187166,0.210290392,0.792421586,2.796164589,0.787185475
1400000US12033000100,12033000100,0.414344182,0.83412737,0.246638082,0.673874927,2.168984562,0.609934686
1400000US12033000300,12033000300,0.822841551,0.782207098,0.297407913,0.811416326,2.713872887,0.763928566
1400000US12033000400,12033000400,0.865036055,0.85026738,0.077177938,0.604324956,2.396806329,0.674320646
1400000US12033000500,12033000500,0.461898265,0.301312591,0.609920094,0.921878044,2.295008994,0.645551142
1400000US12033000600,12033000600,0.761547457,0.923578026,0.197524849,0.625073057,2.507723389,0.705667525
1400000US12033000800,12033000800,0.662833756,0.812834225,0.603293705,0.785797779,2.864759464,0.806571449
1400000US12033000900,12033000900,0.055154941,0.13748177,0.644221399,0.882914475,1.719772584,0.482980424
1400000US12033001001,12033001001,0.178035471,0.268935343,0.632332879,0.734658095,1.813961787,0.509599751
1400000US12033001002,12033001002,0.276944065,0.597666505,0.187390372,0.688583674,1.750584617,0.491688381
1400000US12033001101,12033001101,0.12853245,0.33748177,0.830150068,0.450224041,1.746388328,0.490502445
1400000US12033001103,12033001103,0.251997661,0.214098201,0.59968817,0.587765439,1.653549472,0.464264747
1400000US12033001104,12033001104,0.298772169,0.269713175,0.362989671,0.739820768,1.671295782,0.469280129
1400000US12033001201,12033001201,0.784934711,0.830821585,0.12443968,0.640853302,2.381049278,0.669867459
1400000US12033001202,12033001202,0.519781719,0.72134176,0.148021828,0.676212741,2.065358048,0.580648228
1400000US12033001300,12033001300,0.814461119,0.939620807,0.327421555,0.964835379,3.04633886,0.857888599
1400000US12033001401,12033001401,0.316799844,0.160038892,0.13603586,0.768361582,1.381236178,0.387304792
1400000US12033001402,12033001402,0.70658741,0.631502188,0.291561099,0.643191116,2.272841813,0.639286354
1400000US12033001500,12033001500,0.811245371,0.688770053,0.514714481,0.857295928,2.872025834,0.808625038
1400000US12033001600,12033001600,0.899239914,0.746329606,0.308516858,0.701831288,2.655917667,0.747549523
1400000US12033001700,12033001700,0.663028649,0.989402042,0.102026895,0.661601403,2.416058989,0.679761746
1400000US12033001800,12033001800,0.777723641,0.628001945,0.227733385,0.798071303,2.431530274,0.68413417
1400000US12033001900,12033001900,0.692555057,0.997277589,0.260865328,0.851159166,2.801857141,0.788794278
1400000US12033002000,12033002000,0.590625609,0.626932426,0.120249464,0.750535749,2.088343248,0.587144202
1400000US12033002100,12033002100,0.361625414,0.949927078,0.145000974,0.787356322,2.243909789,0.631109715
1400000US12033002200,12033002200,0.654258429,0.795333009,0.246443188,0.949736996,2.645771623,0.744682094
1400000US12033002300,12033002300,0.404112259,0.835294118,0.508867667,0.888174557,2.6364486,0.742047263
1400000US12033002400,12033002400,0.23854999,0.028779776,0.003020854,0.393045003,0.663395623,0.184431934
1400000US12033002500,12033002500,0.337361138,0.114244045,0.60816605,0.270407169,1.330178402,0.372875074
1400000US12033002601,12033002601,0.109140518,0.197569276,0.830442409,0.155951685,1.293103888,0.362397242
1400000US12033002602,12033002602,0.123660105,0.106951872,0.539953225,0.099162283,0.869727486,0.242744514
1400000US12033002603,12033002603,0.058370688,0.139134662,0.388520756,0.154295733,0.74032184,0.206172474
1400000US12033002604,12033002604,0.272948743,0.27865824,0.563827714,0.30829924,1.423733937,0.399315317
1400000US12033002605,12033002605,0.361235627,0.678172095,0.200058468,0.106467952,1.345934142,0.37732789
1400000US12033002701,12033002701,0.457708049,0.548079728,0.488988501,0.202123515,1.696899793,0.476516219
1400000US12033002703,12033002703,0.715260183,0.675741371,0.189241863,0.666277031,2.246520448,0.631847528
1400000US12033002704,12033002704,0.556031963,0.595819154,0.315630481,0.37434249,1.841824088,0.517474069
1400000US12033002801,12033002801,0.621418827,0.284005834,0.311147924,0.673680109,1.890252694,0.531160743
1400000US12033002802,12033002802,0.316215163,0.682741857,0.314753459,0.539937658,1.853648137,0.520815729
1400000US12033002803,12033002803,0.504580004,0.732134176,0.214870396,0.787258913,2.238843488,0.629677901
1400000US12033002804,12033002804,0.26583512,0.281088965,0.061488989,0.34989285,0.958305923,0.267778152
1400000US12033002900,12033002900,0.492106802,0.659017987,0.241863185,0.826514709,2.219502682,0.624211889
1400000US12033003000,12033003000,0.489378289,0.899465241,0.293510037,0.776056887,2.458410453,0.691730925
1400000US12033003100,12033003100,0.297602806,0.537384541,0.269245761,0.778005065,1.882238173,0.528895716
1400000US12033003201,12033003201,0.221984019,0.833641225,0.377509257,0.496590688,1.929725189,0.542316282
1400000US12033003203,12033003203,0.204735919,0.775692756,0.856850516,0.554646406,2.391925597,0.672941275
1400000US12033003204,12033003204,0.100857533,0.088964511,0.60845839,0.242548217,1.040828652,0.291100353
1400000US12033003301,12033003301,0.151042682,0.14973262,0.487234457,0.343269043,1.131278803,0.316662967
1400000US12033003305,12033003305,0.175696745,0.142343218,0.531767687,0.266121177,1.115928827,0.312324826
1400000US12033003306,12033003306,0.173552914,0.550218765,0.597446891,0.395382817,1.716601387,0.482084195
1400000US12033003307,12033003307,0.444552719,0.523091881,0.32225687,0.787745958,2.077647428,0.584121397
1400000US12033003308,12033003308,0.039855779,0.307729703,0.62882479,0.235145139,1.211555412,0.33935038
1400000US12033003309,12033003309,0.135353732,0.05211473,0.489573183,0.480810442,1.157852087,0.324172989
1400000US12033003400,12033003400,0.480218281,0.69859018,0.389007991,0.2685564,1.836372851,0.515933465
1400000US12033003503,12033003503,0.316020269,0.0654351,0.38277139,0.514806156,1.279032914,0.358420567
1400000US12033003505,12033003505,0.568992399,0.840447253,0.133697135,0.486070524,2.029207312,0.57043147
1400000US12033003506,12033003506,0.603391152,0.424793388,0.321964529,0.4159361,1.766085169,0.496069078
1400000US12033003507,12033003507,0.587020074,0.685464268,0.076106022,0.212838496,1.561428861,0.438230035
1400000US12033003508,12033003508,0.685831222,0.704618376,0.311245371,0.390122735,2.091817705,0.588126137
1400000US12033003603,12033003603,0.137107776,0.182887701,0.941239524,0.234463277,1.495698278,0.419653555
1400000US12033003607,12033003607,0.75453128,0.762372387,0.101734555,0.357977791,1.976616013,0.555568355
1400000US12033003608,12033003608,0.34389008,0.767136607,0.680081855,0.257841418,2.04894996,0.576011048
1400000US12033003609,12033003609,0.420873124,0.668740885,0.453712727,0.336840055,1.88016679,0.528310311
1400000US12033003610,12033003610,0.108750731,0.143996111,0.832878581,0.24595753,1.331582953,0.373272022
1400000US12033003611,12033003611,0.031377899,0.208167234,0.866302865,0.320183129,1.426031127,0.399964539
1400000US12033003612,12033003612,0.03478854,0.448906174,0.808711752,0.223943113,1.51634958,0.425489932
1400000US12033003613,12033003613,0.376339895,0.482547399,0.778210875,0.331287746,1.968385915,0.553242402
1400000US12033003614,12033003614,0.380140324,0.103159942,0.650360553,0.382914475,1.516575294,0.425553723
1400000US12033003700,12033003700,0.149678425,0.08342246,0.715942311,0.367523865,1.316567062,0.369028299
1400000US12033003800,12033003800,0.263398948,0.640350024,0.819528357,0.299142801,2.02242013,0.568513308
1400000US12033003900,12033003900,0.278015981,0.30899368,0.838043266,0.456165985,1.881218913,0.528607657
1400000US12033004000,12033004000,0.31660495,0.613903743,0.378386279,0.600623417,1.90951839,0.536605527
1400000US12035060103,12035060103,0.388618203,0.167331065,0.459267199,0.585037989,1.600254457,0.44920275
1400000US12035060104,12035060104,0.461703372,0.543315508,0.825862405,0.031950127,1.862831411,0.523411064
1400000US12035060105,12035060105,0.198986552,0.38298493,0.795653869,0.151373466,1.528998816,0.429064802
1400000US12035060106,12035060106,0.394854804,0.336315022,0.932371857,0.121858562,1.785400246,0.501527817
1400000US12035060107,12035060107,0.471253167,0.180456976,0.736016371,0.286771868,1.674498383,0.470185233
1400000US12035060204,12035060204,0.404014812,0.156830335,0.622003508,0.042859926,1.225708581,0.343350285
1400000US12035060205,12035060205,0.220424868,0.311521633,0.634769051,0.104714592,1.271430145,0.356271907
1400000US12035060206,12035060206,0.746053401,0.47486631,0.709121029,0.240307812,2.170348552,0.610320171
1400000US12035060207,12035060207,0.466965504,0.294117647,0.718963165,0.199883109,1.679929425,0.47172013
1400000US12035060208,12035060208,0.38306373,0.529508994,0.491327227,0.066822521,1.470722472,0.412595005
1400000US12035060209,12035060209,0.346326252,0.394944093,0.556519197,0.142022209,1.439811752,0.403859157
1400000US12035060210,12035060210,0.145683103,0.470588235,0.64168778,0.060783168,1.318742286,0.369643051
1400000US12035060211,12035060211,0.335704541,0.679533301,0.921555252,0.104519774,2.041312868,0.573852688
1400000US12035060212,12035060212,0.387546287,0.719688867,0.647144806,0.098188194,1.852568155,0.520510509
1400000US12035060213,12035060213,0.402942896,0.310063199,0.369128825,0.068381064,1.150515983,0.322099692
1400000US12035060214,12035060214,0.312901968,0.39338843,0.634963945,0.060003896,1.401258239,0.392963337
1400000US12035060301,12035060301,0.135938414,0.193874575,0.80471643,0.153126826,1.287656244,0.360857654
1400000US12035060302,12035060302,0.282401091,0.160330579,0.766030014,0.481589714,1.690351397,0.474665541
1400000US12035060303,12035060303,0.103683492,0.452600875,0.896024167,0.15916618,1.611474714,0.452373769
1400000US12035060304,12035060304,0.294094718,0.022459893,0.903819918,0.187512176,1.407886706,0.394836644
1400000US12037970100,12037970100,0.770610018,0.487311619,0.498051062,0.479446717,2.235419416,0.628710205
1400000US12037970200,12037970200,0.675306958,0.480505591,0.846813487,0.285115917,2.287741952,0.643497364
1400000US12037970302,12037970302,0.620736698,0.754010695,0.714383161,0.539840249,2.628970804,0.739933922
1400000US12037970304,12037970304,0.191288248,0.108701993,0.416877802,0.335086694,1.051954737,0.294244757
1400000US12039020101,12039020101,0.36834925,0.419154108,0.833073475,0.250535749,1.871112582,0.525751451
1400000US12039020102,12039020102,0.676963555,0.697131745,0.554765153,0.56964738,2.498507833,0.703063066
1400000US12039020300,12039020300,0.686026116,0.873116189,0.537419606,0.473309955,2.569871866,0.723231647
1400000US12039020400,12039020400,0.567238355,0.443169665,0.542584292,0.648548607,2.201540918,0.619135616
1400000US12039020500,12039020500,0.509647242,0.510257657,0.641103099,0.572764465,2.233772463,0.62824475
1400000US12039020600,12039020600,0.303352173,0.496256684,0.786786202,0.272257939,1.858652998,0.52223018
1400000US12039020701,12039020701,0.838433054,0.381720953,0.397778211,0.701052016,2.318984234,0.652326916
1400000US12039020702,12039020702,0.857824985,0.547204667,0.263398948,0.537015391,2.205443991,0.620238685
1400000US12039020800,12039020800,0.773241084,0.41322314,0.557883454,0.349113579,2.093461256,0.58859063
1400000US12041950100,12041950100,0.604268174,0.745551774,0.847690509,0.261542957,2.459053414,0.691912636
1400000US12041950201,12041950201,0.227830832,0.416237239,0.989183395,0.195597117,1.828848583,0.51380699
1400000US12041950202,12041950202,0.605047749,0.102187652,0.926525044,0.362361192,1.996121637,0.561080946
1400000US12041950203,12041950203,0.526310661,0.242975207,0.776651725,0.239723359,1.785660951,0.501601497
1400000US12041950204,12041950204,0.722471253,0.568011667,0.425355681,0.366062731,2.081901333,0.585323617
1400000US12043000100,12043000100,0.487721692,0.151385513,0.667511206,0.319793493,1.626411904,0.45659525
1400000US12043000200,12043000200,0.632430325,0.693145357,0.610309881,0.338398597,2.274284161,0.639693984
1400000US12043000300,12043000300,0.705710388,0.499270783,0.725881894,0.406097799,2.336960863,0.65740739
1400000US12045960100,12045960100,0.652699279,0.4379193,0.611674138,0.478570037,2.180862753,0.613291647
1400000US12045960200,12045960200,0.260670435,0.143898882,0.535275775,0.46113384,1.400978931,0.3928844
1400000US12045960300,12045960300,0.483044241,0.087992222,0.808516858,0.364504189,1.744057509,0.48984372
1400000US12047960100,12047960100,0.809686221,0.628488089,0.387546287,0.46561465,2.291335248,0.644512885
1400000US12047960200,12047960200,0.723932957,0.696159456,0.946014422,0.312487824,2.678594658,0.753958392
1400000US12047960300,12047960300,0.757747028,0.720272241,0.650750341,0.463569063,2.592338673,0.729581114
